_id,text,label
66cf6907fdc289b67f7657a4,Palestinians are the descendants of the inhabitants of ancient Judea and Samaria who rather than being exiled stayed and converted to Christianity and Islam. Early Zionists themselves admitted that Palestinians are the direct descendants of the ancient Hebrews.,anti-Zionist
66cf6907fdc289b67f7657a5,They are delusional and going to hell. For any Christian to think Jesus would approve of the Zionist entity’s actions is sickening and depraved.,anti-Zionist
66cf6907fdc289b67f7657a6,I never realized there were so many Zionist Catholics. WTF,neutral
66cf6908fdc289b67f7657a7,"A point...what does usa gov think would happen if Hamas surrendered gave up weapons and all hostages were released,,,would it be 
A /flowers and gifts and more  food and drink than needed from the #zionist infiltrators.
or
B / With all hostages freed  #GenocideExtreme then
Sinai.",anti-Zionist
66cf6908fdc289b67f7657a8,"Scooter Braun is so JD Vance coded (weirdly obsessed with women who want nothing to do with him, also a zionist freak)",anti-Zionist
66cf6908fdc289b67f7657a9,"Scooter Braun says he finally watched documentary on Taylor Swift masters and questions why he wasn’t invited to a recent party she threw in new Instagram stories:

“How was I not invited to this? # laughalittle”",neutral
66cf6908fdc289b67f7657aa,"That is all zionists have lies and crying! Proud to rape and be peados, Satan's chosen people",anti-Zionist
66cf690cfdc289b67f7657ab,"Another crypto sabbatean! Go to trans party, man, your place awaits!",neutral
66cf690cfdc289b67f7657ac," Egyptian Foreign Ministry:

“We CONDEMN the Israeli military incursions into the cities of the northern West Bank, which led to the martyrdom and injury of many Palestinians…”

“We DEMAND a unified and effective international position that provides protection for the",neutral
66cf690cfdc289b67f7657ad,"Your logic: ""If it's not on a media source of my liking, it's fake.""

Zionists will never acquiesce to their crimes and claim either ""antisemitism"" or ""propganda.""

The irony is that the IDF is full of propganda, and the goalposts for antisemitism are forever expanding.",anti-Zionist
66cf690cfdc289b67f7657ae,"""Stan culture makes you believe you know a stranger"" GURL THATS LITERALLY WHAT YOURE DOING 

Everything you have said has pointed to zero evidence supporting your claim about Gaga being a zionist. She has never explicitly said she supports Israel",neutral
66cf690cfdc289b67f7657af,I hate that those Israel First Zionist Jews of AIPAC are targeting you for defeat Ted & They’re running that uppity Shvartza against you,anti-Zionist
66cf690cfdc289b67f7657b0,You must love it you Zionist slave!,anti-Zionist
66cf690dfdc289b67f7657b1,"They also hit the US convoy, so do they mean there's nothing to do? For Zionist Israel, it does not care if its own people are also shot  They are mocking the world 
And the Americans are watching! 
@UN
 @UN_Spokesperson
 
@JoeBiden
 @POTUS
 @KamalaHarris",anti-Zionist
66cf690dfdc289b67f7657b2,Wow the Zionists really are trying to wipe Ukraine clean so they can move in,anti-Zionist
66cf690dfdc289b67f7657b3,It’s a simple matter of mathematics: Leftists and Muslims outnumber Zionists,neutral
66cf690dfdc289b67f7657b4,The nerve of this “JEW” a lot of them try to hide their Zionist heritage  until you look their parents up lol I guess it’s the natural coward in them to act like a spy and lie ,anti-Zionist
66cf690dfdc289b67f7657b5,She won’t.  She is a Zionist of the same ilk as Jake Tapper and Dana Bash.,neutral
66cf690dfdc289b67f7657b6,Sweet lord...Zionists switched the flag midstream,neutral
66cf690dfdc289b67f7657b7,I'm a Catholic and any catholic who claims to be a Zionist is lying. Completely incompatible with the Catholic faith.,anti-Zionist
66cf690efdc289b67f7657b8,The Zionist regime in Israel truly has to be one of if not the most disgusting entity in human existence.,anti-Zionist
66cf690efdc289b67f7657b9,"The weak and gullible. They are the same ones that believe there are hoards of far right EDL thugs rampaging through the streets looking for Muslims, the same ones that think illegal immigrants crossing the channel are part of a Zionist master plan.",anti-Zionist
66cf690efdc289b67f7657ba,Neil Druckmann is a raging zionist,anti-Zionist
66cf690efdc289b67f7657bb,"If you are an Israeli zionist, you are admitting you are a racist who believes in ethnic superiority over Arab Israelis.",anti-Zionist
66cf690efdc289b67f7657bc,"How painful it is.   The children of Gaza are innocent.   The Zionist regime has no sense of humanity.   These crimes will not go unanswered.  God, send the promised savior and save Gaza from this pain and war",anti-Zionist
66cf6911fdc289b67f7657bd,Because he’s a zionist puppet,anti-Zionist
66cf6911fdc289b67f7657be,"For a philanthropist you're not that convincing, I thought you had good arguments, true I'm not here to debate with a dude who's still believing zionists propaganda.",anti-Zionist
66cf6911fdc289b67f7657bf,It’s due to definition creep. If you call every Jew who doesn’t support Hamas a “Zionist” then you have redefined Zionist to mean “Jew”,neutral
66cf6911fdc289b67f7657c0,"“neither ""right-wing"" nor ""left-wing"" idealolgies” aka Zionist jew",neutral
66cf6911fdc289b67f7657c1,"Zionist believe in Satan, not God.",anti-Zionist
66cf6912fdc289b67f7657c2,Zionists destroyed the power of the USA,anti-Zionist
66cf6912fdc289b67f7657c3,China says the United States’ days of bullying the world are coming to an end.,neutral
66cf6912fdc289b67f7657c4,"foreign agent Shabbos Kestenbaum is trying to persecute Liz Magill, UPenn’s former president who was pushed out b/c of the Zionist witch hunt to censor speech critical ofcrimes. He’s tagged all the Gestapos so they can attack her.

These ppl support Antisemitism Awareness Act",neutral
66cf6912fdc289b67f7657c5,"Well who is being a racist?

Oh look a Zionist.

What a surprise.

Enjoy your ignorance and hatefulness in peace.

The levant does not belong to you and Palestine will be free from the river to sea, for all people as equals.

ALL COLONIALISM ends in failure.

As will THIS! ",anti-Zionist
66cf6912fdc289b67f7657c6,Anti Zionist Jews are good allies to have. You’d think we might show solidarity with those suffering from fascist violence.,anti-Zionist
66cf6912fdc289b67f7657c7,"That is simply wrong, Hitler was always opposed to a Zionist state, he said that as early as in Mein Kampf, and later made it official policy in his contract with the Grand Mufti.

Also between 1931 and 36 those jews would have gone there voluntarily not by forced nazi policy.",anti-Semitic
66cf6916fdc289b67f7657c8,Loyal dog of zionists,anti-Zionist
66cf6916fdc289b67f7657c9,You're going to burn in hell,neutral
66cf6916fdc289b67f7657ca,"Jewish Dems illustrate America's -controlled govt. They're fine with Trump & Ben Gvir but need you to believe they're not: ""Your vote really matters!""

Pro-genocide 1-issue  voters who wield ""antisemite"" to deceive ... same as Trump.

#Zionists #Zionism #Israel #Netanyahu",anti-Zionist
66cf6917fdc289b67f7657cb,"JDCA CEO @HalieSoifer calls it like it is: Donald Trump is an antisemite. 

Video via @jdforward",neutral
66cf6917fdc289b67f7657cc,Please do because I'm yet to see how half of these being fake means someone is a zionist,anti-Zionist
66cf6917fdc289b67f7657cd,This isn’t the Gaza Strip Homie. They should’ve unaligned his Zionist bitch ass.,anti-Zionist
66cf6917fdc289b67f7657ce,The caption is fake. https://x.com/Mrgunsngear/status/1828510995951812943…,neutral
66cf6917fdc289b67f7657cf,Buying zionist supporting coke?,neutral
66cf6917fdc289b67f7657d0,Same.,neutral
66cf6917fdc289b67f7657d1,No to zionist spuds ,anti-Zionist
66cf6917fdc289b67f7657d2,"It doesn't matter if Trump or Kamala gets selected both will do the same and fight for their Zionist overlords, look at how they vote, and how they all welcomed Satanyahu...",anti-Zionist
66cf6917fdc289b67f7657d3,"No it is not! I am totally against Zionists, majority of them being Christian’s. I am opposed to the political ideology that has resulted in the confiscation of land from the Palestinians, leading to a ramping up of a genocidal war that has been going on for decades.",anti-Zionist
66cf6917fdc289b67f7657d4,Starmer's Zionist plans unfolding,neutral
66cf6918fdc289b67f7657d5,"Every fucking coloniser thinks d same way b4 being dumped in2 trash can of history.  Zionist occupiers & terrorists have been mass slaughtering Palestinians since 7 decades. Live in your vile illusions,  resistance never fades & will continue till their glorious victory,  
#Gaza",anti-Zionist
66cf6918fdc289b67f7657d6,News flash: not just the left  everyone hates zionist scum.,anti-Zionist
66cf6918fdc289b67f7657d7,you are holding all Palestinian families with their children and babies hostages.. no food no water. the biggest prison in the world.. even the Nazis would be shocked to see your Zionist Jewish crimes that humanity has never seen before,anti-Zionist
66cf6918fdc289b67f7657d8,It seem most Zionists/Israelis don't realize it's not 1948 anymore. Or the 1980s or '90s. They can't hide or propagandize the whole world anymore like they used to be able to. People have phones & cameras. The internet exists. We see you.,anti-Zionist
66cf691bfdc289b67f7657d9,"I sometimes think I must’ve dreamed this event because of the silence. No outrage. 
@AlexCrawfordSky
 is based in Turkey. It’s like it never happened. But Zionists! ",neutral
66cf691bfdc289b67f7657da,"This is Turkish occupied Kurdistan.

In 2015, Turkey massacred thousands of Kurdish civilians and forcibly  displaced 500,000 Kurds. Entire Kurdish villages and cities were bombed into oblivion.

Nobody condemned Turkey. Nobody marched for Kurds.",neutral
66cf691bfdc289b67f7657db,On what ground.. Fake zionist account,anti-Zionist
66cf691bfdc289b67f7657dc,"Korpsety has raved about Israel, said she wants to perform there, works with Zionist brands and collabs with Zionists just the same.

Unfortunately your fake quotes will not change reality!",anti-Zionist
66cf691bfdc289b67f7657dd,Well I never saw that coming  What do you think all of this war in Gaza is about!,neutral
66cf691cfdc289b67f7657de,"As is happening in Gaza, Zionist terrorism is targeting civilians in the northern West Bank (Jenin, Tulkarm, Tubas), destroying their infrastructure and besieging their hospitals.

Israel is the clearest example of terrorism in modern history.

#Gaza #West_Bank #IsraelTerrorism",anti-Zionist
66cf691cfdc289b67f7657df,You speak and you don't understand yourself Non-Arab Zionists of Saudi Arabia ,neutral
66cf691ffdc289b67f7657e0,"I hope you and your beta Zionist boyfriend get what's coming from Muslims, tubby!",anti-Zionist
66cf691ffdc289b67f7657e1,"I don’t think that’s true. As far as I can tell, most Zionist leaders expected improved quality of life for the arab minority, even if you think they were mistaken.",neutral
66cf691ffdc289b67f7657e2,the obsession that this zionist scum has with taylor needs to be seriously studied by all the psychologists in the world,anti-Zionist
66cf6920fdc289b67f7657e3,"Good morning,  I'm still alive 325  I know that my tweets do not reach you due to Zionist censorship and repeated reports on my account! Just for knowledge! If you see this tweet, please reply and tell me something ",anti-Zionist
66cf6920fdc289b67f7657e4,"So that makes Gaga a zionist, but not Sabrina? Because she DoNaTeD",neutral
66cf6920fdc289b67f7657e5,America is definitely a partner in the crimes of the Zionists. This infographic provides evidence for this statement.,anti-Zionist
66cf6920fdc289b67f7657e6,"Tell him that just by virtue of wanting to become a zionist, he already is. No going back now - the sacred words have uttered. And welcome him warmly. See what he says.",anti-Zionist
66cf6920fdc289b67f7657e7,Zionists in Palestine are waging a war against human aid to civilians. The scumbags are targeting any form of life in Palestine.,anti-Zionist
66cf6920fdc289b67f7657e8,"Hen Mazzig is a zionist. ALL zionists lie, it's all they have. Their whole lives are built on lies, theft and murder. They even teach their children to be murderers.",anti-Zionist
66cf6920fdc289b67f7657e9,Maybe but committing genocide may not even reveal the ugliest side of Zionists,anti-Zionist
66cf6920fdc289b67f7657ea,"Standard operating procedure for the zionists 

This is what America imported into the gov

This is for we the people the representatives are supposed to be representing Americans not Israel not signing not Jews but everybody is created equal under flag of this Nation
Not=DJT",neutral
66cf6920fdc289b67f7657eb,A Jewish guy describes their methods.,neutral
66cf6920fdc289b67f7657ec,"Man, if Miku was a zionist than I don't know who we'd get to have made Minecraft now.",neutral
66cf6923fdc289b67f7657ed,"Like I said, it was just Zionists propaganda, you're stuck in the past.",anti-Zionist
66cf6923fdc289b67f7657ee,i love seeing people end zionists on tik tok. it’s enjoyable,anti-Zionist
66cf6924fdc289b67f7657ef,That’s fine….but it was clearly a failure.  Now all of Gaza is occupied and in rubble.  Their resistance actually made Zionist occupation easier ,anti-Zionist
66cf6924fdc289b67f7657f0,"There it is, you're a Zionist too that's why you feel the need to defend a pedophile",anti-Zionist
66cf6924fdc289b67f7657f1,Because they’d be outed as the Zionist Nazis they are ,anti-Zionist
66cf6924fdc289b67f7657f2,We’d ask Palestinian college students how they feel too but they’re dead and all their colleges have been razed to the ground. x.com/globeeyenews/s…,anti-Zionist
66cf6924fdc289b67f7657f3,"As I mentioned before, the crimes and brutality of the Assad regime makes ISIS look like a joke in comparison. People rightfully criticize ISIS, yet at the same time, some view Assad & his allies as some sort of Anti-Zionist heroes.

These massacres against civilians (1500+",neutral
66cf6924fdc289b67f7657f4,"Similar stuff occurred in Bayda & Baniyas massacre, Houla Massacre, and Darraya massacre. 

The civilian casualties of these massacres add up to more than 1000+ which was done by Assad regime that this grifter barely posts about and even if he does, it’s this nonsense: ",neutral
66cf6924fdc289b67f7657f5,Why'd you take zionist blood money DURING a genocide carried out by the people paying you?  I mean taking the money at any time is gross but seriously?,anti-Zionist
66cf6924fdc289b67f7657f6,"She performed in Israel, supports zionist brands, has been silent while 50 thousand people were being murdered, worked with Bruno Mars who is another zionist, has made statements abt loving Israel, ignored the BDS movement and still visited Israel I could go on",anti-Zionist
66cf6924fdc289b67f7657f7,"Arab Jews of the Levant exist and have existed for millennia.

European Jews also exist.

You zionists find thinking a little challengingg.

But genetics is pretty advanced these days and the facts exist, unfortunately for you propagandists. Too bad!",anti-Zionist
66cf6924fdc289b67f7657f8,It's the fault of the Zionists and their weather machines.,anti-Zionist
66cf6925fdc289b67f7657f9,As we proceed cleaning up the world from Zionist occupational rats,anti-Zionist
66cf6928fdc289b67f7657fa,"Israel is suffocating Palestinian prisoner Khalida Jarrar. This captures the Zionist project on multiple scales, suffocation and starvation.

There's a line in the 1984 film ""Gaza Ghetto"" where a haj says something like, ""if they could measure the oxygen we breathe, they would.""",anti-Zionist
66cf6928fdc289b67f7657fb,"[Thread] 1/  
PFLP:
A letter from the imprisoned comrade and fighter Khalida Jarrar from inside the zionist prisons of oppression:

""I die every day. The cell is like a small closed box where no air enters. There is only a toilet in the cell with a small window above it,",neutral
66cf6928fdc289b67f7657fc,"Zionists, who hate literally everyone, don't have to be Jewish though do they? So maybe it's that with Marx.",anti-Zionist
66cf6928fdc289b67f7657fd,"lol. ""I want to become a Zionist"". Better call the beit din",anti-Zionist
66cf6929fdc289b67f7657fe,Nice Zionist page. Blocked,anti-Zionist
66cf6929fdc289b67f7657ff,R u a hidden zionist or are u deliberately trying to do fitna?....as it is the world wants to remove the niqab....your tone deaf comments put  niqabis in jeopardy as PPL will say even if u r covered men r still going to ogle u,anti-Zionist
66cf6929fdc289b67f765800,I thought those were the people you were talking about...so which people did you mean?,neutral
66cf6929fdc289b67f765801,Those people don't put political signs in their yards.,neutral
66cf6929fdc289b67f765802,"By this logic, you can only be a Zionist if you are a Jew.",neutral
66cf6929fdc289b67f765803,"who was ""Al-Qassam Brigades broadcasts footage of the sniper operation carried out by its fighters, which targeted a Zionist soldier and killed him in a building behind the Stars Hall, south of the Zeitoun neighborhood in Gaza City.""",neutral
66cf6929fdc289b67f765804,"﴿وَما رَمَيتَ إِذ رَمَيتَ وَلكِنَّ اللَّهَ رَمى﴾ 

عــاجــل | كتائب القسام تبث مشاهد من عملية القنص التي نفذها مجاهدوها واستهدفت أحد الجنود الصهاينة وأردته قتيلاً في مبنى خلف صالة النجوم جنوب حي الزيتون بمدينة غزة.
 ",neutral
66cf6929fdc289b67f765805,"Zionist brands like Just Eats and Ten Bis? :) 

Acting like Korpsety hasn’t done the Super Bowl herself ",neutral
66cf6929fdc289b67f765806,It certainly is. So people like you should stop rewriting it. The siege and destruction of Jerusalem and the exiling of its Jews are in all the history books. It happened in 1948. There were even cameras.  Ignorance is the hallmark of anti-Zionists.,anti-Zionist
66cf6929fdc289b67f765807,"Zionists jump on anything, that's a Jew helping a Palestinian...zionists only kill",anti-Zionist
66cf6929fdc289b67f765808,"Pay attention to how zionist school administrators not only are weaponizing antisemitism against students of color, but how partnerships with cops are going to further intensify too. It already has begun in over 50 campuses. This is why it’s free Palestine and abolish the police.",anti-Zionist
66cf692afdc289b67f765809,Make no mistake the “Israeli” Zionist invasion on the occupied West Bank came after the Death Secretary Blinken’s visit. This is co-signed by their Genocide Crime Partner and funder the USA. Fuck Israel and The USA,anti-Zionist
66cf692afdc289b67f76580a,BREAKING: Palestinian officials say Israeli raids across the occupied West Bank have killed at least 9 Palestinians https://apnews.com/article/israel-palestinians-hamas-war-news-08-28-2024-41d98ed3cda2ba4a783913b06fbdc7d1?taid=66cebf37f2c41200012f4d83&utm_campaign=TrueAnthem&utm_medium=AP&utm_source=Twitter…,neutral
66cf692dfdc289b67f76580b,"What do you expect when you wave Zionist Israel's flag, fcuking bouquets?",anti-Zionist
66cf692dfdc289b67f76580c,44% of Jewish college students say they don't feel safe identifying as Jewish on campus.,neutral
66cf692dfdc289b67f76580d,The immigrants aren’t the threat. The Zionists are. Other whites.,anti-Zionist
66cf692dfdc289b67f76580e,Fake Zionist propaganda for the gullible.,anti-Zionist
66cf692efdc289b67f76580f,"Zionism is a political ideology. It posits that jews have a right to self-determination and a state on their ancestral homeland.
I am a catholic and a zionist. I dont see the contradiction",neutral
66cf692efdc289b67f765810,Zionists don’t call it that.,neutral
66cf692efdc289b67f765811,She is a proven racist. She would be sacked if not a zionist.,anti-Zionist
66cf692efdc289b67f765812,"The Western hypocrisy, The real issue is not Afghanistan's Women, The real issue is the Palestinian women, #Israeli Zionist criminal soldiers raped, killed and bombing more than 10 months Gaza, They  killed thousands of Palestinian Women in #Gaza and still they are Arming",anti-Zionist
66cf692efdc289b67f765813,‘Frightening’ Taliban law bans women from speaking in public http://dlvr.it/TCP00F,neutral
66cf692efdc289b67f765814,"Noting the history of Zionist Apparatchik using medicine as a weapon, I would put about as much trust in those ""vaccinations"" as a random needle found on the ground on skid row.",neutral
66cf692efdc289b67f765815,The polio in Gaza is type two- vaccine derived. So Gaza has been getting vaccines from since back in November with the help of your hated “Zionist” regime,neutral
66cf692efdc289b67f765816,"since the 20s hitler called jews foreigners and not good for nazi germany and wanted to only deport them (to palestine), only after https://en.wikipedia.org/wiki/Operation_Barbarossa… did hitler want to kill them all, which is is which is when any such support from zionists ended.",neutral
66cf692efdc289b67f765817,"Catholics, Hindus, Buddhists, Christian’s, a lot of Muslims (UAE, Saudi, Egypt, Morocco, Jordan) Many people actually. Only people who don’t support Zionism are left wing radicals with mental health issues. Just because you’re loud, doesn’t mean you’re the majority.",neutral
66cf692efdc289b67f765818,"If you don’t see how evil Zionist Israelis are then you are blind

If you don’t feel how evil Zionist Israelis are then you are heartless 

Palestinians have endured oppression,massacre & dehumanisation for over 75yrs & Zionists have had impunity. Eventually they will fight back",anti-Zionist
66cf692ffdc289b67f765819,"At some point it should be straightforward to admit that Zionism, in practice if not necessarily in the minds of every Zionist, was predicated on fucking over the Arabs of Palestine to resurrect a Jewish polity in the region.",anti-Zionist
66cf6932fdc289b67f76581a,"Do you know who will fight the Zionist Jews at the end of time? The Prophet Jesus, peace be upon him, will be the leader of the Muslims.",anti-Zionist
66cf6932fdc289b67f76581b,"Why would it surprise you? 

Most Americans, including myself, are ""Zionist"" as in supporting the right to a Jewish homeland. We should have put it in New Mexico, but blame the Brits for that.

I just think that Israel needs to be accountable. They act as if the war never ended.",neutral
66cf6932fdc289b67f76581c,"You like horror, see what Zionists are doing to world’s babies.",anti-Zionist
66cf6932fdc289b67f76581d,"*Zionist  college students. 
Plenty of the anti genocide protest are led by Jews anti-Zionists.",neutral
66cf6932fdc289b67f76581e,"Zionists willingly chose eternal warfare, why should we be involved?",neutral
66cf6932fdc289b67f76581f,Yes..victims of the Nazi Zionist invaders,anti-Zionist
66cf6932fdc289b67f765820,A culture that is fighting for survival against a Zionist regime that believes it is somehow entitled to land because of something a book that allows rape and genocide said to their patriarch eons ago.  There is not a rational side in this fight.,neutral
66cf6932fdc289b67f765821,"Basically .. these people have been working on this for years ., implementing their own people into governments worldwide .. mostly Zionist Jews or puppets with Zionist handlers .. but many have WOKE UP ( RESEARCHED !!  )  .. so now these pedo’s know the masses are awaking",neutral
66cf6933fdc289b67f765822,"after everything that’s going on, I’m starting to believe you never did it and it was the Zionist",anti-Zionist
66cf6933fdc289b67f765823,Look behind him cryptos! He showed his loyalty! Piss of munafik! Who fucking restored sabbateans meeting place? And who approved it 1st?!,neutral
66cf6933fdc289b67f765824,"JUST IN: Turkey’s Ministry of Foreign Affairs:

“We condemn the illegal military operation initiated by 'Israel' in the West Bank and denounce the statement by the Israeli Foreign Minister that they will transfer their practices from Gaza to the West Bank.”",neutral
