_id,text,label,processed_text,sentiment,emotion
66d0488a1d7bf0dacc435d2e,And give it back to Jordan? Jordan lost Judea and Samaria in 1967. It belongs to Israel. F* the paid activists in the UN. Israel made a big mistake back then. It should do to the Arabs what Jordan did to the Jews. The hamas charter says a Palestinian people has never existed!,neutral,give back jordan jordan lost judea samaria belongs israel f paid activist un israel made big mistake back then arab jordan jew hamas charter say palestinian people never existed,NEG,anger
66d0488a1d7bf0dacc435d2f,A literal gay jew  is calling your post crap. Kek of all keks!,neutral,literal gay jew calling post crap kek keks,NEG,disgust
66d0488a1d7bf0dacc435d32,all jews in this Peninsula today speak Arabic all the scums arrived between 18s 19s are white european which impossible to belong here,anti-Semitic,jew peninsula today speak arabic scum arrived s s white european impossible belong,NEG,disgust
66d0488a1d7bf0dacc435d35,That’s a single person! Why are you generalizing Jews??,neutral,that s single person generalizing jew,NEG,disgust
66d0488f1d7bf0dacc435d3c,Which will lead to more arrests and more contempt for your hatred of Jews.,neutral,lead arrest contempt hatred jew,NEG,disgust
66d0488f1d7bf0dacc435d3d,Most Jews who fled to Israel arrived post-1948. It's a pointless argument on both sides.,neutral,jew fled israel arrived post pointless argument side,NEG,others
66d048901d7bf0dacc435d45,"The threat of Islam is actually imminent. 
I wish people understood this but their hate of Jews weighs more that their love of freedom.",neutral,threat islam actually imminent wish people understood hate jew weighs love freedom,NEG,others
66d048901d7bf0dacc435d46,"This is the University of Michigan on move in day for new students. A crowd of masked individuals wearing PFLP headbands stand to intimidate the students.

The PFLP is a designated terrorist organization. This is not the first thing new students should see when walking on campus.",anti-Semitic,university michigan move day new student crowd masked individual wearing pflp headband stand intimidate student pflp designated terrorist organization first thing new student see walking campus,NEG,others
66d048931d7bf0dacc435d4c,The Jews didn't rape and burn and shoot Germans after teaching their children for generations that they should kill Germans TO TAKE OVER GERMANY. but every parent of Palestinian origin knows this was gonna happen to them. LOWEST PEOPLE ON THE PLANET #BARBARIAN_PALESTINIANS,neutral,jew rape burn shoot german teaching child generation kill german take germany every parent palestinian origin know gon na happen them lowest people planet  barbarianpalestinians,NEG,anger
66d048931d7bf0dacc435d4d,"During Hitler’s reign, ‘good’ Germans were led to believe Jews were threats to public health. So, yes, it is the same. 

https://ushmm.org/m/pdfs/07192004-nazi-racial-hygiene-bachrach.pdf…",neutral,hitler s reign good german led believe jew threat public health so yes same URL,NEG,others
66d048931d7bf0dacc435d4e,"Jew is not the right describing vernacular for these freaks, but this attack on Dave smith…. I concur. He’s a sneaky fucking queer.",neutral,jew right describing vernacular freak attack dave smith concur he s sneaky fucking queer,NEG,disgust
66d048521d7bf0dacc435c92,The irony is Jews are now committing a holocaust  after 80 years of their holocaust,anti-Semitic,irony jew committing holocaust year holocaust,NEG,disgust
66d048581d7bf0dacc435ca6,"Somehow, the Jews managed to kill 30,000 palestinians, but they worry that the world looks upon them as bad guys.",anti-Semitic,somehow jew managed kill palestinian worry world look upon bad guy,NEG,others
66d0485c1d7bf0dacc435ca9,Look when the Rothschild started the invasion of Jews into Ottoman Empire. Yes it goes back that far.,anti-Semitic,look rothschild started invasion jew ottoman empire yes go back far,NEG,anger
66d0485e1d7bf0dacc435cb3,Calling palestinian terrorists is like saying every jew is a terrorist. And you are right! Every jew is an terrorist  Israel is a dictatorship and terror state!,anti-Semitic,calling palestinian terrorist like saying every jew terrorist right every jew terrorist israel dictatorship terror state,NEG,others
66d048621d7bf0dacc435cbf,He is untouchable he is a zionist jew,anti-Semitic,untouchable zionist jew,NEG,disgust
66d0486b1d7bf0dacc435cd4,Zionists propaganda. Cos Hitler tried to kill all the Jews does that give you the right to kill all the Palestinians . It make Israel a hypocritical evil nation that should be stopped,anti-Zionist,zionist propaganda co hitler tried kill jew give right kill palestinian make israel hypocritical evil nation stopped,NEG,anger
66d0486e1d7bf0dacc435cd8,"THE #GENOCIDE OF #CHILDREN THAT
THE #WORLD DOES #NOT WANT TO SEE

THAT'S COMMITTED, ARMED & FINANCED
BY THE GLOBAL #ZIONIST ASHKENAZI'S

WHO ARE NOT REAL JEWS & DID NOT COME
FROM THE #PROMISED LAND OF #PALESTINE 
Watch: #ThePromisedScam by #BillyCarson",anti-Zionist, genocide  child  world  not want see that s committed armed financed global  zionist ashkenazi s real jew come  promised land  palestine watch :  thepromisedscam  billycarson,NEG,disgust
66d0486e1d7bf0dacc435cdb,If Zionists Jews were not committing genocide in Gaza and the West Bank would this be happening? The answer is no.,anti-Semitic,zionist jew committing genocide gaza west bank would happening answer no,NEG,anger
66d048731d7bf0dacc435ce4,"The bit about her grandparents being kicked out: no Jew was kicked out when Israel was established. It was the Arabs who were kicked out of their land. That's the first time I hear anyone making this claim. Or, she could be referring to Romans kicking out the Jews circa 70AD!",anti-Zionist,bit grandparent kicked out : jew kicked israel established arab kicked land that s first time hear anyone making claim or could referring roman kicking jew circa ad,NEG,others
66d048731d7bf0dacc435cea,"You're talking BIDEN THE DEVIL ASSOCIATED W\THE LAKE OF FIRE WHICH OCCURRED IN LAHINA OR
THE ANTICHRIST NETANYAHU WHO DECLARED WAR AGAINST MY MUSLIM CHRISTIAN JEWS THAT WORSHIP GOD TOGETHER THERE IN THE HOLY LANDS? RIGHT? BOTH THESE ARE IN SCRIPTURE, CALL ME A LIAR I DARE YOU!",anti-Zionist,talking biden devil associated wthe lake fire occurred lahina antichrist netanyahu declared war muslim christian jew worship god together holy land right scripture call liar dare you,NEG,disgust
66d048741d7bf0dacc435cee,"WHILE UK ECONOMY STRUGGLE
WHILE BRITONS SUFFERING OF BILLS AND TAXS, THEY FIGHTING TO AFFORD MONEY FOR THIER DAILY LIFE. 

THE XI0NISM SLAVE STARMER SENDING BILLIONS OF BRITONS TAX PAYERS TO FUND THE WAR OF THE JEWS XIONIST ZELENSKKIY SO HIS WIFE CAN BUY NEW LUXURY PALACES & CARS",anti-Zionist,uk economy struggle briton suffering bill tax fighting afford money thier daily life xinism slave starmer sending billion briton tax payer fund war jew xionist zelenskkiy wife buy new luxury palace car,NEG,disgust
66d048771d7bf0dacc435cf5,"Shrek is twice the size of an average jew, science biatch…",anti-Semitic,shrek twice size average jew science biatch,NEG,others
66d0487c1d7bf0dacc435d07,"Israel is a pariah state. It's done nothing good or praiseworthy. It has done nothing but cause death & misery for 76 years.
Israel should be stripped of its statehood; Palestinians must gain equality with Jews in an all-inclusive secular state",anti-Zionist,israel pariah state done nothing good praiseworthy done nothing cause death misery year israel stripped statehood palestinian must gain equality jew allinclusive secular state,NEG,others
66d048861d7bf0dacc435d28,Jews and Zionists as terrorists must be expelled from Europe.,anti-Semitic,jew zionist terrorist must expelled europe,NEG,others
66d048901d7bf0dacc435d41,"That’s because israel is a Zionist state, which doesn’t have anything to do with Judaism. The IDF don’t even respect actual Jews apparently",anti-Zionist,that s israel zionist state doesn t anything judaism idf don t even respect actual jew apparently,NEG,disgust
66d048921d7bf0dacc435d47,"You're not lying at all, I've noticed it too. Can't attack zionist Jews as they have the jewish privilege but people can happily attack white men and Muslims openly.",anti-Semitic,lying all i ve noticed too ca nt attack zionist jew jewish privilege people happily attack white men muslim openly,NEG,disgust
66d048521d7bf0dacc435c8e,Nazi Germany suits keir starmer because he hates the jews too the tyrant,anti-Semitic,nazi germany suit keir starmer hate jew tyrant,NEG,others
66d048521d7bf0dacc435c93,How come a rich black man don’t reach out to help another rising black entrepreneur like the Jewish do for the next  rising Jew,anti-Semitic,come rich black man don t reach help another rising black entrepreneur like jewish next rising jew,NEG,others
66d048521d7bf0dacc435c95,"Fellow Catholic here, stop defending Jews, they killed our lord and are Satans people.",anti-Semitic,fellow catholic here stop defending jew killed lord satan people,NEG,anger
66d048521d7bf0dacc435c97,SkyNews  hates Jews,anti-Semitic,skynews hate jew,NEG,disgust
66d048571d7bf0dacc435c9c,"The Jews are the experts on Genocide yet they cry out as the victim....every single time.

Please share this meme far and wide into the wild.",anti-Semitic,jew expert genocide yet cry victim every single time please share meme far wide wild,NEG,disgust
66d048571d7bf0dacc435ca0,Crying  is what Jews do best! Cry cry cry,anti-Semitic,cry jew best cry cry cry,NEG,others
66d048571d7bf0dacc435ca1,"It insults the Jews that are sending the diverse Muslims and Indians to Britain, be better, Zoomer...",anti-Semitic,insult jew sending diverse muslim indian britain better zoomer,NEG,others
66d048571d7bf0dacc435ca4,"Jews murdered jews when they bmbed USS Patria and USS Exodus too. Truly jews are only happy when they're murdering, stealing, lying and torturing.",anti-Semitic,jew murdered jew bmbed us patria us exodus too truly jew happy they re murdering stealing lying torturing,NEG,anger
66d048581d7bf0dacc435ca7,"So it’s unsafe for protestors calling for death to Jews??

I mean when your protestor is inciting violence they aren’t the ones who are unsafe ",anti-Semitic,it s unsafe protestors calling death jew mean protestor inciting violence aren t one unsafe,NEG,others
66d0485c1d7bf0dacc435caa,"Its when the Jew sold  "" freedom and democracy "" to our people and called their culture barbaric !",anti-Semitic,jew sold freedom democracy people called culture barbaric,NEG,disgust
66d0485d1d7bf0dacc435cae,"Wrong that’s a myth. 
You just belive ww2 Hollywood narrative? Stupid Russian. You hold with ur country even when its run b evil communists and Jews killing millions of ur own people and spreading this filth to Eastern Europe.",anti-Semitic,wrong that s myth belive ww hollywood narrative stupid russian hold ur country even run b evil communist jew killing million ur people spreading filth eastern europe,NEG,anger
66d048621d7bf0dacc435cc0,cry jew,anti-Semitic,cry jew,NEG,sadness
66d048671d7bf0dacc435cc3,Us nationalist aren’t afraid of your BS jew and we see you for who you are acting like white people don’t have the right to self preservation or self determination in our our own nations when we’re the minority of the world as Jews like you advocate for our destruction,anti-Semitic,u nationalist aren t afraid b jew see acting like white people don t right self preservation self determination nation we re minority world jew like advocate destruction,NEG,others
66d048671d7bf0dacc435cc6,"Because banking, edu, media, etc are ran by Jews and they think we're their cattle.

That's why you're taught to worship the currency they control.

Might want to look at that dollar bill design again, read The Creature from Jekyll Island, and pour through",anti-Semitic,banking edu medium etc ran jew think we re cattle that s taught worship currency control might want look dollar bill design again read creature jekyll island pour,NEG,disgust
66d048671d7bf0dacc435cca,Oh well how about blame the one who made jews look bad??,anti-Semitic,oh well blame one made jew look bad,NEG,others
66d0486b1d7bf0dacc435cd5,"The way jews have survived and even thrived is through their zillions of organizations worldwide. One of them is the “Canary Mission”. It takes names of students, professors, professionals who protest against Israel and black lists them. That means not hired and fired. ",anti-Semitic,way jew survived even thrived zillion organization worldwide one canary mission take name student professor professional protest israel black list them mean hired fired,NEG,others
66d0486b1d7bf0dacc435cd6,"This shadow organization has been destroying students/university professors careers since 2014. Funded by rich Jews  and Israel, they smear/ discredit individuals who are against Israel. Check their website out. ",anti-Semitic,shadow organization destroying studentsuniversity professor career since funded rich jew israel smear discredit individual israel check website out,NEG,disgust
66d0486e1d7bf0dacc435cd7,"I’m sorry you’ve been led away.
I hope you find your way back.!
The current Jews are not God’s people, he scattered them all and the real Jews converted to Christianity.
The Khazarian Jews are the ones pretending and masquerading around.
Jesus still loves you! ",anti-Semitic,i m sorry you ve led away hope find way back current jew god s people scattered real jew converted christianity khazarian jew one pretending masquerading around jesus still love you,NEG,others
66d0486e1d7bf0dacc435cda,The Jews are using cats to mind control us. /s,anti-Semitic,jew using cat mind control u s,NEG,others
66d048731d7bf0dacc435ceb,"¡Nononono...! Lenin was Jewish too, and Stalin married two Jewish women, and was rumoured to be able to speak Yiddish.
You can't trust ANY Jew.",anti-Semitic,nononono lenin jewish too stalin married two jewish woman rumoured able speak yiddish ca nt trust jew,NEG,disgust
66d048761d7bf0dacc435cf0,"never again..to jews, other peoples don't deserve any consideration. now we know why nobody wanted them",anti-Semitic,never again to jew people deserve consideration know nobody wanted,NEG,disgust
66d048761d7bf0dacc435cf1,"“So tell me, why did you visit in Jerusalem for jews and have you sold your self to the devil”",anti-Semitic,so tell me visit jerusalem jew sold self devil,NEG,disgust
66d048771d7bf0dacc435cf6,Oh I have listened to historians but they all got called nazis and lost their licenses. Just like the father of DNA when he said race and intelligence are connected. It appears people can take other people's license away when they say something jews don't like.,anti-Semitic,oh listened historian got called nazi lost license like father dna said race intelligence connected appears people take people s license away say something jew like,NEG,disgust
66d048771d7bf0dacc435cf8,The Jews burned houses down then blamed it on the Romans.,anti-Semitic,jew burned house blamed roman,NEG,others
66d048771d7bf0dacc435cfa,"Its marginally unusual, when the debate is what—take Israel today where the Jews there insult the Christians—like the Syrians, then somehow feel ""wounded"" cause someone said fuck the Jews.",anti-Semitic,marginally unusual debate whattake israel today jew insult christianslike syrian somehow feel wounded cause someone said fuck jew,NEG,others
66d048781d7bf0dacc435cfe,"Let me guess, you're a Christian who thinks Jews have the right to do anything because of the old testament. A carte blanche because of a fucking book.",anti-Semitic,let guess christian think jew right anything old testament carte blanche fucking book,NEG,disgust
66d0487d1d7bf0dacc435d0c,This proves the Palestinian cause is to destroy Jews & anything connected to the Jewish people-they have never wanted peace,anti-Semitic,prof palestinian cause destroy jew anything connected jewish peoplethey never wanted peace,NEG,disgust
66d048811d7bf0dacc435d14,"Both attitudes make them the enemy of all other groups. They are the most hated people in history yet always claim it is without merit & bigotry. Thrown out of over 100 nations for same abusive conduct. Again&again.""A Jew will always tell you what happened to him, but never why.""",anti-Semitic,attitude make enemy group hated people history yet always claim without merit bigotry thrown nation abusive conduct again again a jew always tell happened him never why,NEG,anger
66d048811d7bf0dacc435d16,"and how many 60,00,000 jews died in haluacauust or 6000 you added your numbers",anti-Semitic,many jew died haluacauust added number,NEG,sadness
66d048811d7bf0dacc435d1c,"My goodness..Considering there were 6 gazillion jews killed during the Hollywoodcaust and they only make up a percentage of a percentage of the World's total population..well given that ""fact""..there sure does seem to be an awful lot of 'descendants of victims' doesn't there? ",anti-Semitic,goodness considering gazillion jew killed hollywoodcaust make percentage percentage world s total population well given fact there sure seem awful lot descendant victim there,NEG,others
66d0488a1d7bf0dacc435d31,BECAUSE IS ALWAYS THE FUCKING JEWS,anti-Semitic,always fucking jew,NEG,disgust
66d0488b1d7bf0dacc435d37,"Me too that's why I kept studying zionists and jews mentality they are so malicious and , tricky and cowards",anti-Semitic,that s kept studying zionist jew mentality malicious tricky coward,NEG,disgust
66d0488f1d7bf0dacc435d39,"Judaism is the problem not Islam, we are not dealing with Islam today we are dealing with jews just like we were dealing with jews who got together against Hitler, it wasn't islam.",anti-Semitic,judaism problem islam dealing islam today dealing jew like dealing jew got together hitler islam,NEG,others
66d0488f1d7bf0dacc435d3a,Most jews like him are traitors so no surprise there,anti-Semitic,jew like traitor surprise,NEG,disgust
66d0488f1d7bf0dacc435d40,Jew bashing..bash satan...,anti-Semitic,jew bashing bash satan,NEG,others
66d048901d7bf0dacc435d42,"They had the chance. I asked if Hitler did anything wrong. They could have said: ""Yes he called for the extermination of Jews. And he mass murdered Jews.""

But they didn't. Why? You know why.",anti-Semitic,chance asked hitler anything wrong could said : yes called extermination jew mass murdered jew did nt why know why,NEG,others
