_id,text,label,processed_text,sentiment,emotion
66cf691bfdc289b67f7657dc,"Korpsety has raved about Israel, said she wants to perform there, works with Zionist brands and collabs with Zionists just the same.

Unfortunately your fake quotes will not change reality!",anti-Zionist,korpsety raved israel said want perform there work zionist brand collabs zionist same unfortunately fake quote change reality,NEG,disgust
66cf691bfdc289b67f7657dd,Well I never saw that coming  What do you think all of this war in Gaza is about!,neutral,well never saw coming think war gaza about,NEG,others
66cf691cfdc289b67f7657de,"As is happening in Gaza, Zionist terrorism is targeting civilians in the northern West Bank (Jenin, Tulkarm, Tubas), destroying their infrastructure and besieging their hospitals.

Israel is the clearest example of terrorism in modern history.

#Gaza #West_Bank #IsraelTerrorism",anti-Zionist,happening gaza zionist terrorism targeting civilian northern west bank jenin tulkarm tuba destroying infrastructure besieging hospital israel clearest example terrorism modern history  gaza  westbank  israelterrorism,NEG,disgust
66cf691ffdc289b67f7657e0,"I hope you and your beta Zionist boyfriend get what's coming from Muslims, tubby!",anti-Zionist,hope beta zionist boyfriend get what s coming muslim tubby,NEG,disgust
66cf691ffdc289b67f7657e1,"I don’t think that’s true. As far as I can tell, most Zionist leaders expected improved quality of life for the arab minority, even if you think they were mistaken.",neutral,don t think that s true far tell zionist leader expected improved quality life arab minority even think mistaken,NEG,others
66cf691ffdc289b67f7657e2,the obsession that this zionist scum has with taylor needs to be seriously studied by all the psychologists in the world,anti-Zionist,obsession zionist scum taylor need seriously studied psychologist world,NEG,disgust
66cf6920fdc289b67f7657e7,Zionists in Palestine are waging a war against human aid to civilians. The scumbags are targeting any form of life in Palestine.,anti-Zionist,zionist palestine waging war human aid civilian scumbags targeting form life palestine,NEG,disgust
66cf6920fdc289b67f7657e8,"Hen Mazzig is a zionist. ALL zionists lie, it's all they have. Their whole lives are built on lies, theft and murder. They even teach their children to be murderers.",anti-Zionist,hen mazzig zionist zionist lie have whole life built lie theft murder even teach child murderer,NEG,disgust
66cf6920fdc289b67f7657e9,Maybe but committing genocide may not even reveal the ugliest side of Zionists,anti-Zionist,maybe committing genocide may even reveal ugliest side zionist,NEG,disgust
66cf6920fdc289b67f7657ec,"Man, if Miku was a zionist than I don't know who we'd get to have made Minecraft now.",neutral,man miku zionist know we d get made minecraft now,NEG,others
66cf6923fdc289b67f7657ed,"Like I said, it was just Zionists propaganda, you're stuck in the past.",anti-Zionist,like said zionist propaganda stuck past,NEG,disgust
66cf6924fdc289b67f7657ef,That’s fine….but it was clearly a failure.  Now all of Gaza is occupied and in rubble.  Their resistance actually made Zionist occupation easier ,anti-Zionist,that s finebut clearly failure gaza occupied rubble resistance actually made zionist occupation easier,NEG,others
66cf6924fdc289b67f7657f0,"There it is, you're a Zionist too that's why you feel the need to defend a pedophile",anti-Zionist,is zionist that s feel need defend pedophile,NEG,disgust
66cf6924fdc289b67f7657f1,Because they’d be outed as the Zionist Nazis they are ,anti-Zionist,they d outed zionist nazi,NEG,others
66cf6924fdc289b67f7657f2,We’d ask Palestinian college students how they feel too but they’re dead and all their colleges have been razed to the ground. x.com/globeeyenews/s…,anti-Zionist,we d ask palestinian college student feel they re dead college razed ground xcomglobeeyenewss,NEG,others
66cf6924fdc289b67f7657f3,"As I mentioned before, the crimes and brutality of the Assad regime makes ISIS look like a joke in comparison. People rightfully criticize ISIS, yet at the same time, some view Assad & his allies as some sort of Anti-Zionist heroes.

These massacres against civilians (1500+",neutral,mentioned before crime brutality assad regime make isi look like joke comparison people rightfully criticize isi yet time view assad ally sort antizionist hero massacre civilian,NEG,disgust
66cf6924fdc289b67f7657f4,"Similar stuff occurred in Bayda & Baniyas massacre, Houla Massacre, and Darraya massacre. 

The civilian casualties of these massacres add up to more than 1000+ which was done by Assad regime that this grifter barely posts about and even if he does, it’s this nonsense: ",neutral,similar stuff occurred bayda baniyas massacre houla massacre darraya massacre civilian casualty massacre add done assad regime grifter barely post even doe it s nonsense :,NEG,disgust
66cf6924fdc289b67f7657f5,Why'd you take zionist blood money DURING a genocide carried out by the people paying you?  I mean taking the money at any time is gross but seriously?,anti-Zionist,why d take zionist blood money genocide carried people paying you mean taking money time gross seriously,NEG,disgust
66cf6924fdc289b67f7657f6,"She performed in Israel, supports zionist brands, has been silent while 50 thousand people were being murdered, worked with Bruno Mars who is another zionist, has made statements abt loving Israel, ignored the BDS movement and still visited Israel I could go on",anti-Zionist,performed israel support zionist brand silent thousand people murdered worked bruno mar another zionist made statement abt loving israel ignored bd movement still visited israel could go,NEG,disgust
66cf6924fdc289b67f7657f7,"Arab Jews of the Levant exist and have existed for millennia.

European Jews also exist.

You zionists find thinking a little challengingg.

But genetics is pretty advanced these days and the facts exist, unfortunately for you propagandists. Too bad!",anti-Zionist,arab jew levant exist existed millennium european jew also exist zionist find thinking little challengingg genetics pretty advanced day fact exist unfortunately propagandist bad,NEG,disgust
66cf6924fdc289b67f7657f8,It's the fault of the Zionists and their weather machines.,anti-Zionist,fault zionist weather machine,NEG,disgust
66cf6925fdc289b67f7657f9,As we proceed cleaning up the world from Zionist occupational rats,anti-Semitic,proceed cleaning world zionist occupational rat,NEG,disgust
66cf6928fdc289b67f7657fa,"Israel is suffocating Palestinian prisoner Khalida Jarrar. This captures the Zionist project on multiple scales, suffocation and starvation.

There's a line in the 1984 film ""Gaza Ghetto"" where a haj says something like, ""if they could measure the oxygen we breathe, they would.""",anti-Semitic,israel suffocating palestinian prisoner khalida jarrar capture zionist project multiple scale suffocation starvation there s line film gaza ghetto haj say something like if could measure oxygen breathe would,NEG,others
66cf6928fdc289b67f7657fb,"[Thread] 1/  
PFLP:
A letter from the imprisoned comrade and fighter Khalida Jarrar from inside the zionist prisons of oppression:

""I die every day. The cell is like a small closed box where no air enters. There is only a toilet in the cell with a small window above it,",neutral,thread pflp : letter imprisoned comrade fighter khalida jarrar inside zionist prison oppression : i die every day cell like small closed box air enters toilet cell small window it,NEG,others
66cf6928fdc289b67f7657fc,"Zionists, who hate literally everyone, don't have to be Jewish though do they? So maybe it's that with Marx.",anti-Zionist,zionist hate literally everyone jewish though they maybe marx,NEG,disgust
66cf6929fdc289b67f7657fe,Nice Zionist page. Blocked,anti-Zionist,nice zionist page blocked,NEG,others
66cf6929fdc289b67f7657ff,R u a hidden zionist or are u deliberately trying to do fitna?....as it is the world wants to remove the niqab....your tone deaf comments put  niqabis in jeopardy as PPL will say even if u r covered men r still going to ogle u,anti-Zionist,r u hidden zionist u deliberately trying fitna a world want remove niqab your tone deaf comment put niqabis jeopardy ppl say even u r covered men r still going ogle u,NEG,anger
66cf6929fdc289b67f765800,I thought those were the people you were talking about...so which people did you mean?,neutral,thought people talking about so people mean,NEG,others
66cf6929fdc289b67f765802,"By this logic, you can only be a Zionist if you are a Jew.",neutral,logic zionist jew,NEG,disgust
66cf6929fdc289b67f765803,"who was ""Al-Qassam Brigades broadcasts footage of the sniper operation carried out by its fighters, which targeted a Zionist soldier and killed him in a building behind the Stars Hall, south of the Zeitoun neighborhood in Gaza City.""",anti-Zionist,alqassam brigade broadcast footage sniper operation carried fighter targeted zionist soldier killed building behind star hall south zeitoun neighborhood gaza city,NEG,others
66cf6929fdc289b67f765805,"Zionist brands like Just Eats and Ten Bis? :) 

Acting like Korpsety hasn’t done the Super Bowl herself ",neutral,zionist brand like eats ten bi : acting like korpsety hasn t done super bowl,NEG,disgust
66cf6929fdc289b67f765806,It certainly is. So people like you should stop rewriting it. The siege and destruction of Jerusalem and the exiling of its Jews are in all the history books. It happened in 1948. There were even cameras.  Ignorance is the hallmark of anti-Zionists.,anti-Zionist,certainly is people like stop rewriting it siege destruction jerusalem exiling jew history book happened even camera ignorance hallmark antizionists,NEG,anger
66cf6929fdc289b67f765807,"Zionists jump on anything, that's a Jew helping a Palestinian...zionists only kill",anti-Zionist,zionist jump anything that s jew helping palestinian zionist kill,NEG,disgust
