_id,text,label
66d0486f1d7bf0dacc435cdf,"BREAKING

Pope Francis: 

“It is a grave sin for people to reject migrants in their countries.”",neutral
66d0486f1d7bf0dacc435ce0,Okay jew,anti-Semitic
66d048721d7bf0dacc435ce2,Lol.. Why don’t you like Jews? Let’s start off simply. You don’t like the Jewish ethnicity? You don’t like Judaism as a religion? You don’t like the Israeli State? All of the above?,neutral
66d048731d7bf0dacc435ce3,I don’t think anyone does really. I think it’s more that Israel is the stomping ground for Armageddon and the Jews are the last people to be saved by grace through faith at the end.,neutral
66d048731d7bf0dacc435ce5,Total Horseshot. These Hamas Supporters / Glovalize Intifada morons absolutely support Genocide.... Of Jews. Hamas explicitly stated and tried on Oct 7 and everyday thereafter. You're just a pathetic bitter social justice for fraud that loooves today's Islamist neo-nazis. Fuckoff,neutral
66d048731d7bf0dacc435ce6,"Students protested the killings in Gaza today. Counter-protesters waved flags, laughed, jeered. Other students easily walked around both groups. A group of us faculty watched for 2 hours. It was peaceful. Then DPSS attacked and dragged away at least 2 of our @UMich students. 1/2",anti-Semitic
66d048731d7bf0dacc435ce7,"White people are the Most sensitive group some states are willing to pass bills to not say anything against Jews. Y’all all fall under one umbrella Jew or not, whites are the most sensitive group in history and have the power to cancel any business or persons against them.",neutral
66d048731d7bf0dacc435ce8,Jews are not white,anti-Semitic
66d048731d7bf0dacc435ce9,"There were 60 million refugees from WWII.  What makes the 750k from the war the Arabs started so special?

What about the 850,000 Jews forcibly removed from Arab countries around the same time?",neutral
66d048731d7bf0dacc435cec,"This is accurate. The vast majority of Jews in the world want Israel to remain Jewish and democratic. That makes them Zionists, whether or not they all embrace the label.

There’s no way to demonize “Zionists” and insist you’re cool with Jews.

A shame this needs to be repeated.",neutral
66d048741d7bf0dacc435ced,"The substitution of the word ‘Zionist’ for ‘Jew’ is the modus operandi of the new antisemitism. Colleges and universities must make it clear that the word games will fool no one.  Engaging in harassment, intimidation, and discrimination against “Zionists” is antisemitism both in",neutral
66d048761d7bf0dacc435cef,"Hindus in Bangladesh Facing Genocide?
No protests
Campuses silent
Barely covered by the media
Crickets from the UNjustUN
No Jews
No news
Thousands of years of hate.",neutral
66d048761d7bf0dacc435cf2,You understand me,neutral
66d048771d7bf0dacc435cf4,A jew. What to expect,neutral
66d048771d7bf0dacc435cf7,"That’s a massive contradiction, the Rothschild’s are Jews and Russia supports Iran",neutral
66d048771d7bf0dacc435cf9,And most of “those” people are Jews. ,neutral
66d048771d7bf0dacc435cfb,"Muslims aren't a monolith. Just as jews aren't. Christians aren't and atheists aren't. 

You cannot logically hold an entire religion's followers accountable for atrocities committed in it's name.",neutral
66d048771d7bf0dacc435cfc,Most scientists are jews,neutral
66d048771d7bf0dacc435cfd,"This person is a practicing Jew, they don’t use Bibles.",neutral
66d048781d7bf0dacc435cff,"Israeli-Palestinian flags together are not as odd as Palestinian-Pride flags in same line. Arabs might tolerate Jews, but not the gays.",neutral
66d048781d7bf0dacc435d00,"That should be a normal political viewpoint, not an unusual one.",neutral
66d0487c1d7bf0dacc435d01,"you can turn around and go back to yr hole in the ground 
@EylonALevy
, australia doesn't want yr sht. you are not welcome. we have lots of fabulous Jews here, and don't need more of your sort, zionist genocidal monsters",neutral
66d0487c1d7bf0dacc435d02,"Yanis Varoufakis was banned from events on his Aus speaking tour, members of the Palestinian World Cup team were denied visas, and the most recognisable propagandist in the world is doing a national tour.",neutral
66d0487c1d7bf0dacc435d03,"That woman is off her rails infatuated with Jew hatred.  Jews don't eat blood ever. Not the blood of animals and especially not the blood of humans.  All animal meats must be salted (by the butcher)  to remove any blood hence the term ""Kosher salt"".",neutral
66d0487c1d7bf0dacc435d04,Have you tried turning off and on your hatred of Jews that drives you to initiate war after war that you eventually lose? Might be a bug. Try it.,neutral
66d0487c1d7bf0dacc435d05,Pro Palestinians cheer Jews being murdered and actively silence other groups from speaking up about their own issues lol,neutral
66d0487c1d7bf0dacc435d06,"A Jew calling someone else inbred.
Juden, your whole tribe is inbred!",neutral
66d0487c1d7bf0dacc435d0a,The jews today run 99% of the world not Muslim.,neutral
66d0487c1d7bf0dacc435d0b,All loss of human life is regrettable. But we are not Jews with trembling knees.  Tell Hamas to return the hostages. The babies first.,neutral
66d0487d1d7bf0dacc435d0d,This reminds me Wehrmacht and Nazi soldiers not protecting Jews during raids and pogroms committed by local nationalists in occupied Ukraine ,neutral
66d0487d1d7bf0dacc435d0e,"Spring 1944: As the Red Army neared, the Germans became determined to eliminate the remaining 75k (approx) Jews in the Lodz ghetto. They reopened the Chelmno killing center and, after a 20-month pause, the deportations of the Jews from Lodz resumed that summer. #LodzGhetto",neutral
66d048801d7bf0dacc435d0f,And you are now making an apology for the murder of Jews. You are just as much of a murderer as they are and you do not deserve forgiveness and all that it means. You are sub humans,neutral
66d048801d7bf0dacc435d10,If we gave the UK to the Jews then the natives should be happy if we gave them Scotland,neutral
66d048801d7bf0dacc435d11,Blacks are so sensitive its embarrassing  simple words will make these tards get all of their feelings  oppression Olympics everyday with these victims ,neutral
66d048801d7bf0dacc435d12,"Who started this war with attacking civilians, killing innocents men, women and children, who started raping women and children. It was Hamas. They really don't care about their citizens. All they want is to kill, maime, rape and kidnap Jews. Not a good thing from world peace.",neutral
66d048801d7bf0dacc435d13,"he is probably using the Israel thing/Jew thing for plausible deniability if he his charged with something or sued especially since he had some Jew partners 

kindve like Tate",neutral
66d048811d7bf0dacc435d15,"Well, guy looks like a Jew to me, so I couldn't be fucked lol. Also he lived in UAE, known for it's private party degeneracy",neutral
66d048811d7bf0dacc435d17,"Get the communist out of the White House  they're putting sanctions on Israel, BS we need to push back, biden's got to go to the insane asylum. Harris is a hateful communist witch. husband a  Jew  you want to sanction Israel . Call smokes more pot
 https://breitbart.com/news/u-s-targets-israeli-settler-violence-with-more-sanctions/…",neutral
66d048811d7bf0dacc435d18,Hitler should blame Germany problem to the Indians and jews as second that way there's less stinky horny rapist's walking is this world.,anti-Semitic
66d048811d7bf0dacc435d19,"Well, since we're a secular country where freedom of religion is a right, they've got just as much right to be here following their religion as Christians, Jews, Sikhs, and anyone else.",neutral
66d048811d7bf0dacc435d1a,You mean the jews?,anti-Semitic
66d048811d7bf0dacc435d1d,it comes from the Christian notion that there are no swear words in ancient Hebrew so must also mean modern Hebrew has no swear words (which is nonsense). Therefore no practicing Jew who accordingly only speaks Hebrew would ever swear.,neutral
66d048811d7bf0dacc435d1e,"Name one non jewish mention of jesus before 175AD.
One source. 
Then you can complain about morons, all you like.
(Tacitus was citing Jew Josephus Flavius.)

The Abrahamics were fabricated by Pharoah's Grain Merchants, Temple Priests, Lawyers, Moneyers,& Scribes.
Formula repeat",neutral
66d048821d7bf0dacc435d1f,"Communists 'antisemitic'... c'mon, sometimes even jews need to have some honour.",neutral
66d048851d7bf0dacc435d20,"Are you SURE it’s the Jews that are committing genocide? Which charter have you read? The PLO formerly asserted that “the struggle with the Zionist enemy is not a struggle about Israel’s borders, but about Israel’s existence”, is this what YOU support?",neutral
66d048851d7bf0dacc435d21,so then why is he supporting Candace criticizing jews if he thinks only jews can criticize jews (a thing he never said btw),neutral
66d048851d7bf0dacc435d22,"You mean like when Trump allowed Jews and black people to join Mar-A-Lago, which other private clubs in Palm Beach refused to allow?  Or when he received the Ellis Island award next to Rosa Parks and Muhammad Ali?",neutral
66d048851d7bf0dacc435d23,There is literally NOTHING Jewish about you.  NOTHING. You were BORN Jewish but you handed in your Jew card a LONG time ago. You are a threat to the lives of Jewish students at Michigan,neutral
66d048851d7bf0dacc435d24,"Long Island Jew DKNY 
Feelin  this 
@randytravis
 banger playin at 
@starbucks
 

(Opening shift plays country as I sit undisturbed Americano then Cold Brew in hand, Hebrew Bible and Nathanson's landmark work on Affect Theory on table)",neutral
66d048861d7bf0dacc435d25,Which point in history ARABS chases jews out of isreal. What history are they teaching in the isreal,neutral
66d048861d7bf0dacc435d26,They did it in medieval Spain after Ferdinand and Isabella kicked out muslims and jews.,neutral
66d048861d7bf0dacc435d27,"Well, there is a lot of work to be done for sure. However, when someone is against Jews, but they have ""civil rights"" in their bio, which was a Jewish construct to replace whites and Asians in their own countries, I have to question that motive",neutral
66d048891d7bf0dacc435d29,Jews and pajeets,neutral
66d048891d7bf0dacc435d2a,"This is literally the ""I used to be a fan of Candace Owens until her takes on Israel and Jews"" shit that I was tweeting about not that long ago.

In the case of Alex Jones it's even more funny because outside the Trump years Alex was never pro Israel and is a much bigger meme.",neutral
66d0488a1d7bf0dacc435d2b,But I’m a Jew too and one who understands that being against the rape and murder of Palestinians isn’t antisemitic. Terrible comeback? Are you a child??,neutral
66d0488a1d7bf0dacc435d2c,"Well Invesco CEO for example is Andrew ""Schlossberg"" which is a very Jewish name. With the most possible benefit of the doubt, he might be German, but not Irish. The ""Greek"" guy is pretending, but his name means Diamond and he's married to a Jew.",neutral
66d0488a1d7bf0dacc435d2d,loving that you racist scum are going broke,neutral
66d0488a1d7bf0dacc435d2e,And give it back to Jordan? Jordan lost Judea and Samaria in 1967. It belongs to Israel. F* the paid activists in the UN. Israel made a big mistake back then. It should do to the Arabs what Jordan did to the Jews. The hamas charter says a Palestinian people has never existed!,neutral
66d0488a1d7bf0dacc435d2f,A literal gay jew  is calling your post crap. Kek of all keks!,neutral
66d0488a1d7bf0dacc435d30,It’s quite simple really. National = Jews,neutral
66d0488a1d7bf0dacc435d32,all jews in this Peninsula today speak Arabic all the scums arrived between 18s 19s are white european which impossible to belong here,neutral
66d0488a1d7bf0dacc435d34,Jews are who they're. Just imagine what they when there was no camera. They are just doing less than 10% because we have camera now.,neutral
66d0488a1d7bf0dacc435d35,That’s a single person! Why are you generalizing Jews??,neutral
66d0488b1d7bf0dacc435d36,It was the Jews,anti-Semitic
66d0488f1d7bf0dacc435d3c,Which will lead to more arrests and more contempt for your hatred of Jews.,neutral
66d0488f1d7bf0dacc435d3d,Most Jews who fled to Israel arrived post-1948. It's a pointless argument on both sides.,neutral
66d0488f1d7bf0dacc435d3e,"Yet, according to this little criteria you set up they somehow would not be asian invaders and would have 0% claims to their homeland in which they inhabited for thousands of years and are obviously mostly local too. If this was applied to ashkenazi jews who are half european…",neutral
66d0488f1d7bf0dacc435d3f,Just like France and the UK Jews living in these places need to ASAP out to Israel and The Israeli government should fasttrack all paperwork for it,neutral
66d048901d7bf0dacc435d44,demons,anti-Semitic
66d048901d7bf0dacc435d45,"The threat of Islam is actually imminent. 
I wish people understood this but their hate of Jews weighs more that their love of freedom.",neutral
66d048901d7bf0dacc435d46,"This is the University of Michigan on move in day for new students. A crowd of masked individuals wearing PFLP headbands stand to intimidate the students.

The PFLP is a designated terrorist organization. This is not the first thing new students should see when walking on campus.",neutral
66d048921d7bf0dacc435d48,It's funny to see a Jew vote for a Palestinian Ally,neutral
66d048921d7bf0dacc435d49,What about a talmudgochi?,neutral
66d048931d7bf0dacc435d4a,"Jew is not a race and MTG is not a jew
All those guys you showed are white and all have a neanderthal dna",neutral
66d048931d7bf0dacc435d4b,"Your god or the Jewish god?

Jews consider you idol worshippers",neutral
66d048931d7bf0dacc435d4c,The Jews didn't rape and burn and shoot Germans after teaching their children for generations that they should kill Germans TO TAKE OVER GERMANY. but every parent of Palestinian origin knows this was gonna happen to them. LOWEST PEOPLE ON THE PLANET #BARBARIAN_PALESTINIANS,neutral
66d048931d7bf0dacc435d4d,"During Hitler’s reign, ‘good’ Germans were led to believe Jews were threats to public health. So, yes, it is the same. 

https://ushmm.org/m/pdfs/07192004-nazi-racial-hygiene-bachrach.pdf…",neutral
66d048931d7bf0dacc435d4e,"Jew is not the right describing vernacular for these freaks, but this attack on Dave smith…. I concur. He’s a sneaky fucking queer.",neutral
66d048931d7bf0dacc435d4f,"earth peace, goodwill toward men"". The mercy of God in sending the Messiah introduced peace into this low world and opened peaceful intercourse between them. If God be with us in peace, all peace comes from it; peace of conscience, peace with angels, peace between Jews and",neutral
66d048511d7bf0dacc435c89,guessing by your name your a zionist jew. go figure!,anti-Zionist
66d048511d7bf0dacc435c8a,That’s right be a good little goyim pet for the Jews how about you people actually wake up and see who’s actually running the country and creating all these wars and control all of our financial institutions and political body the Jews have you all trained good hail nationalism,anti-Zionist
66d048521d7bf0dacc435c92,The irony is Jews are now committing a holocaust  after 80 years of their holocaust,anti-Zionist
66d048571d7bf0dacc435c9f,Equating a religion with a political organisation is the problem. Not all Jews support the actions of the government of Israel.,anti-Zionist
66d048581d7bf0dacc435ca6,"Somehow, the Jews managed to kill 30,000 palestinians, but they worry that the world looks upon them as bad guys.",anti-Zionist
66d0485c1d7bf0dacc435ca9,Look when the Rothschild started the invasion of Jews into Ottoman Empire. Yes it goes back that far.,anti-Zionist
66d0485e1d7bf0dacc435cb3,Calling palestinian terrorists is like saying every jew is a terrorist. And you are right! Every jew is an terrorist  Israel is a dictatorship and terror state!,anti-Zionist
66d0485e1d7bf0dacc435cb7,"I can only imagine what they experienced and their desperation. Their actions make sense, they encountered and saw the evil of Zionism and saw what was in the future for their people if they don’t do something. They are hero’s and should all be remembered as early warners to Jews",anti-Zionist
66d048621d7bf0dacc435cbf,He is untouchable he is a zionist jew,anti-Zionist
66d048671d7bf0dacc435cc5,As if I didn't know lol. This is just to avoid what I told you about muslims. Any time I tell you something bad about muslims you show something bad about jews as it's gonna neutralize the situation lol.,anti-Zionist
66d0486b1d7bf0dacc435cd4,Zionists propaganda. Cos Hitler tried to kill all the Jews does that give you the right to kill all the Palestinians . It make Israel a hypocritical evil nation that should be stopped,anti-Zionist
66d0486e1d7bf0dacc435cd8,"THE #GENOCIDE OF #CHILDREN THAT
THE #WORLD DOES #NOT WANT TO SEE

THAT'S COMMITTED, ARMED & FINANCED
BY THE GLOBAL #ZIONIST ASHKENAZI'S

WHO ARE NOT REAL JEWS & DID NOT COME
FROM THE #PROMISED LAND OF #PALESTINE 
Watch: #ThePromisedScam by #BillyCarson",anti-Zionist
66d0486e1d7bf0dacc435cdb,If Zionists Jews were not committing genocide in Gaza and the West Bank would this be happening? The answer is no.,anti-Zionist
66d0486e1d7bf0dacc435cdc,"Jews are from Jewdea. 

Arabs are from Arabia. 

So, who’s the occupier?",anti-Zionist
66d048731d7bf0dacc435ce4,"The bit about her grandparents being kicked out: no Jew was kicked out when Israel was established. It was the Arabs who were kicked out of their land. That's the first time I hear anyone making this claim. Or, she could be referring to Romans kicking out the Jews circa 70AD!",anti-Zionist
66d048731d7bf0dacc435cea,"You're talking BIDEN THE DEVIL ASSOCIATED W\THE LAKE OF FIRE WHICH OCCURRED IN LAHINA OR
THE ANTICHRIST NETANYAHU WHO DECLARED WAR AGAINST MY MUSLIM CHRISTIAN JEWS THAT WORSHIP GOD TOGETHER THERE IN THE HOLY LANDS? RIGHT? BOTH THESE ARE IN SCRIPTURE, CALL ME A LIAR I DARE YOU!",anti-Zionist
66d048741d7bf0dacc435cee,"WHILE UK ECONOMY STRUGGLE
WHILE BRITONS SUFFERING OF BILLS AND TAXS, THEY FIGHTING TO AFFORD MONEY FOR THIER DAILY LIFE. 

THE XI0NISM SLAVE STARMER SENDING BILLIONS OF BRITONS TAX PAYERS TO FUND THE WAR OF THE JEWS XIONIST ZELENSKKIY SO HIS WIFE CAN BUY NEW LUXURY PALACES & CARS",anti-Zionist
66d048771d7bf0dacc435cf3,"And? Zionism said they would colonise PALESTINE.

British said they would help create a state for Jews in PALESTINE in Balfour Declaration.

Who are you to tell Palestinians they’re not PALESTINIAN.

The British used to try to tell Irish they’re not Irish. They don’t anymore.",anti-Zionist
66d048771d7bf0dacc435cf5,"Shrek is twice the size of an average jew, science biatch…",anti-Zionist
66d0487c1d7bf0dacc435d07,"Israel is a pariah state. It's done nothing good or praiseworthy. It has done nothing but cause death & misery for 76 years.
Israel should be stripped of its statehood; Palestinians must gain equality with Jews in an all-inclusive secular state",anti-Zionist
66d0487c1d7bf0dacc435d08,"got my first ever ""as a jew why are you anti israel"" IM ANSWERING CUZ YA ASKED RESPECTFULLY. IT WAS FOUNDED BY NAZIS!! i got some #lore on jews in my matrix time travelling adventures all i wanna say is the jews already found a new homeland and its NOT ISRAEL",anti-Zionist
66d048861d7bf0dacc435d28,Jews and Zionists as terrorists must be expelled from Europe.,anti-Zionist
66d048901d7bf0dacc435d41,"That’s because israel is a Zionist state, which doesn’t have anything to do with Judaism. The IDF don’t even respect actual Jews apparently",anti-Zionist
66d048921d7bf0dacc435d47,"You're not lying at all, I've noticed it too. Can't attack zionist Jews as they have the jewish privilege but people can happily attack white men and Muslims openly.",anti-Zionist
66d048511d7bf0dacc435c8d,"King of Africa, proudly powered by jews",anti-Semitic
66d048521d7bf0dacc435c8e,Nazi Germany suits keir starmer because he hates the jews too the tyrant,anti-Semitic
66d048521d7bf0dacc435c8f,"Blah blah blah. I’m a Jew, only what I think matters! Blah blah blah.",anti-Semitic
66d048521d7bf0dacc435c90,"before encountering the persians, the jews didn’t have a “ragnarok” event nor an afterlife",anti-Semitic
66d048521d7bf0dacc435c91,Jews,anti-Semitic
66d048521d7bf0dacc435c93,How come a rich black man don’t reach out to help another rising black entrepreneur like the Jewish do for the next  rising Jew,anti-Semitic
66d048521d7bf0dacc435c95,"Fellow Catholic here, stop defending Jews, they killed our lord and are Satans people.",anti-Semitic
66d048521d7bf0dacc435c97,SkyNews  hates Jews,anti-Semitic
66d048561d7bf0dacc435c99,"Eternal Strangers: Critical Views of Jews and Judaism through the Ages by Thomas Dalton (2020)

The history of the tribe of the Rat People.",anti-Semitic
66d048571d7bf0dacc435c9c,"The Jews are the experts on Genocide yet they cry out as the victim....every single time.

Please share this meme far and wide into the wild.",anti-Semitic
66d048571d7bf0dacc435ca0,Crying  is what Jews do best! Cry cry cry,anti-Semitic
66d048571d7bf0dacc435ca1,"It insults the Jews that are sending the diverse Muslims and Indians to Britain, be better, Zoomer...",anti-Semitic
66d048571d7bf0dacc435ca4,"Jews murdered jews when they bmbed USS Patria and USS Exodus too. Truly jews are only happy when they're murdering, stealing, lying and torturing.",anti-Semitic
66d048581d7bf0dacc435ca7,"So it’s unsafe for protestors calling for death to Jews??

I mean when your protestor is inciting violence they aren’t the ones who are unsafe ",anti-Semitic
66d0485c1d7bf0dacc435caa,"Its when the Jew sold  "" freedom and democracy "" to our people and called their culture barbaric !",anti-Semitic
66d0485d1d7bf0dacc435cae,"Wrong that’s a myth. 
You just belive ww2 Hollywood narrative? Stupid Russian. You hold with ur country even when its run b evil communists and Jews killing millions of ur own people and spreading this filth to Eastern Europe.",anti-Semitic
66d0485d1d7bf0dacc435caf,"If we can free palestine from the claws of israel, it will also be the liberation of entire world from every filth that has been spread by zionist jews.",anti-Semitic
66d048621d7bf0dacc435cbe,"Well you are a Jew, naturally, I do not trust you. 

Objective truth is not part of your genetic make-up.",anti-Semitic
66d048621d7bf0dacc435cc0,cry jew,anti-Semitic
66d048631d7bf0dacc435cc1,"Kamala h*tes Jews Ben, just saying...",anti-Semitic
66d048671d7bf0dacc435cc3,Us nationalist aren’t afraid of your BS jew and we see you for who you are acting like white people don’t have the right to self preservation or self determination in our our own nations when we’re the minority of the world as Jews like you advocate for our destruction,anti-Semitic
66d048671d7bf0dacc435cc6,"Because banking, edu, media, etc are ran by Jews and they think we're their cattle.

That's why you're taught to worship the currency they control.

Might want to look at that dollar bill design again, read The Creature from Jekyll Island, and pour through",anti-Semitic
66d048671d7bf0dacc435cca,Oh well how about blame the one who made jews look bad??,anti-Semitic
66d0486a1d7bf0dacc435cce,"It is identical to the cold war.

International jews control both capitalism and communism through central banking.

They mass profit off Capitalist consumption/debt with cheap communist labor through central banking.

That is why both United agaisnt Germany.",anti-Semitic
66d0486b1d7bf0dacc435ccf,"Where is PETA anyway, oh lemme guess, run by Jews!",anti-Semitic
66d0486b1d7bf0dacc435cd5,"The way jews have survived and even thrived is through their zillions of organizations worldwide. One of them is the “Canary Mission”. It takes names of students, professors, professionals who protest against Israel and black lists them. That means not hired and fired. ",anti-Semitic
66d0486b1d7bf0dacc435cd6,"This shadow organization has been destroying students/university professors careers since 2014. Funded by rich Jews  and Israel, they smear/ discredit individuals who are against Israel. Check their website out. ",anti-Semitic
66d0486e1d7bf0dacc435cd7,"I’m sorry you’ve been led away.
I hope you find your way back.!
The current Jews are not God’s people, he scattered them all and the real Jews converted to Christianity.
The Khazarian Jews are the ones pretending and masquerading around.
Jesus still loves you! ",anti-Semitic
66d0486e1d7bf0dacc435cda,The Jews are using cats to mind control us. /s,anti-Semitic
66d0486f1d7bf0dacc435ce1,"This is how Jews created the Protestants. infiltrate the church, provide a woke pope, and then distance themselves to avoid admission of guilt so the goy fight each other .",anti-Semitic
66d048731d7bf0dacc435ceb,"¡Nononono...! Lenin was Jewish too, and Stalin married two Jewish women, and was rumoured to be able to speak Yiddish.
You can't trust ANY Jew.",anti-Semitic
66d048761d7bf0dacc435cf0,"never again..to jews, other peoples don't deserve any consideration. now we know why nobody wanted them",anti-Semitic
66d048761d7bf0dacc435cf1,"“So tell me, why did you visit in Jerusalem for jews and have you sold your self to the devil”",anti-Semitic
66d048771d7bf0dacc435cf6,Oh I have listened to historians but they all got called nazis and lost their licenses. Just like the father of DNA when he said race and intelligence are connected. It appears people can take other people's license away when they say something jews don't like.,anti-Semitic
66d048771d7bf0dacc435cf8,The Jews burned houses down then blamed it on the Romans.,anti-Semitic
66d048771d7bf0dacc435cfa,"Its marginally unusual, when the debate is what—take Israel today where the Jews there insult the Christians—like the Syrians, then somehow feel ""wounded"" cause someone said fuck the Jews.",anti-Semitic
66d048781d7bf0dacc435cfe,"Let me guess, you're a Christian who thinks Jews have the right to do anything because of the old testament. A carte blanche because of a fucking book.",anti-Semitic
66d0487c1d7bf0dacc435d09,Gaza welcomes you with open arms go help fight the mean old Jews ,anti-Semitic
66d0487d1d7bf0dacc435d0c,This proves the Palestinian cause is to destroy Jews & anything connected to the Jewish people-they have never wanted peace,anti-Semitic
