_id,text,processed_text,sentiment,emotion
66d048ac1d7bf0dacc435d9e,"@Knightofsaintm
 you make excuses like your nazi friends who hide behind keyboards

Nazi Germany boycotted Jewish goods

I can give you a list of Jewish inventions and products made in Israel to boycott. But it means not using your phone, etc

You need Jews more than they need you",knightofsaintm make excuse like nazi friend hide behind keyboard nazi germany boycotted jewish good give list jewish invention product made israel boycott mean using phone etc need jew need,NEG,disgust
66d048ac1d7bf0dacc435d9f,"Religiously aggravated distress?
A book, that I shall not  name, has over 100 references to killing the Jews, Christians and disbelievers.  Will those that promote this book be charged with incitement to murder?",religiously aggravated distress book shall name reference killing jew christian disbeliever promote book charged incitement murder,NEG,disgust
66d048ae1d7bf0dacc435da2,"All by design, this was orchestrated by the so-called jews and the terrorist state of Israel! An actual invasion of military aged men flooded across the southern border, some flown in, placed strategically around the US. This is on the government, or are they complicit!",design orchestrated socalled jew terrorist state israel actual invasion military aged men flooded across southern border flown in placed strategically around u government complicit,NEG,disgust
66d048af1d7bf0dacc435da4,"You have just advocated for hamas to be allowed to keep killing Jews with impunity.

Also, the occupation? How did Israel even come into controlling the territories under occupation?",advocated hamas allowed keep killing jew impunity also occupation israel even come controlling territory occupation,NEG,disgust
66d048af1d7bf0dacc435da6,Muslims were scapegoats for 9/11 which was perpetrated by Satanists aka jews.,muslim scapegoat perpetrated satanist aka jew,NEG,disgust
66d048af1d7bf0dacc435da8,"what? 
are you one of those fucked by the schizo jew gene?",what one fucked schizo jew gene,NEG,disgust
66d048af1d7bf0dacc435dab,Zionism has created enemies in a region where Jews didn't have any so it could defend itself from fellow Nazis in another region.,zionism created enemy region jew could defend fellow nazi another region,NEG,disgust
66d048af1d7bf0dacc435dac,"Wrong. Jews will not need to do anything for it.
God will.
As opposed to the christian believe that Jesus will resurrect and then all jews will have to convert or die.
As Christianity did to jews over and over the years.",wrong jew need anything it god will opposed christian believe jesus resurrect jew convert die christianity jew year,NEG,others
66d048b01d7bf0dacc435daf,indians are basically jews just a browner. dumber and more smelly version,indian basically jew browner dumber smelly version,NEG,disgust
66d048b01d7bf0dacc435db1,"If so, then there will be a special place in hell reserved for him. He got his start by turning in Jews to the Nazis. He's Jewish. He would then go break into their homes and steal whatever he could. When the war ended, he got cash together to buy stocks. Profiteering.",so special place hell reserved him got start turning jew nazi he s jewish would go break home steal whatever could war ended got cash together buy stock profiteering,NEG,disgust
66d048b01d7bf0dacc435db2,I‘m sorry but you can‘t bring that into connection to jews. Being pedophile has nothing to do with jews. There are also pedophiles in Islam and christianity.,i m sorry can t bring connection jew pedophile nothing jew also pedophile islam christianity,NEG,disgust
66d048b21d7bf0dacc435db3,Because jews make up like .01% of the population so its a little suspicious when over 90% of the top communist party are Jewish and not ethnically Russian. How is this a hard concept to understand for some people?,jew make like population little suspicious top communist party jewish ethnically russian hard concept understand people,NEG,others
66d048b21d7bf0dacc435db4,Fuck off jew,fuck jew,NEG,anger
66d048b21d7bf0dacc435db5,The UN is run by Jew haters. The USA and other decent nations should cease funding it and form a new organization properly based on the Universal Declaration of Human Rights ALONE and rejecting the Cairo Declaration.,un run jew hater usa decent nation cease funding form new organization properly based universal declaration human right alone rejecting cairo declaration,NEG,disgust
66d048b21d7bf0dacc435db6,Still better than worshipping a dead Jew,still better worshipping dead jew,NEG,disgust
66d048b31d7bf0dacc435db8,"I guess you're referring to Jews being attacked in the 30's, being triggered by this?",guess referring jew attacked s triggered this,NEG,others
66d048b31d7bf0dacc435dba,"Judy Woodruff lied — harmed American Jews, ALL Israelis and especially the hostages being held by terrorists Hamas!!!",judy woodruff lied harmed american jew israeli especially hostage held terrorist hamas,NEG,anger
66d048b31d7bf0dacc435dbd,Jews are based fuck nazi socialists,jew based fuck nazi socialist,NEG,anger
66d048b31d7bf0dacc435dc1,"You're still gonna get silenced by the Jews, and Elon is held captive by them.

They lied about ""Free Speech"".",still gon na get silenced jew elon held captive them lied free speech,NEG,others
66d048b71d7bf0dacc435dc3,"TY, @ShaiDavidai. There's a reason why @Yale chose to attack me, to use me as their Nazi for their BLM/Living or Napping While Black Hate Crime Hoax at Yale. I am a lifelong human/civil rights atty who had already proven that I will stand up for Jews & for the Fed Civil Rights  x.com/ShaiDavidai/st…",ty shaidavidai there s reason yale chose attack me use nazi blmliving napping black hate crime hoax yale lifelong humancivil right atty already proven stand jew fed civil right xcomshaidavidaist,NEG,others
66d048b71d7bf0dacc435dc5,"1. There are loads of gentiles that are not interested in Christianity, no Jews did not engineer this, lots of people from varying regions aren’t actually orthodox in their practice or or understanding of their religion, sorry that;s reality. Lots of people don’t want religion",load gentile interested christianity jew engineer this lot people varying region aren t actually orthodox practice understanding religion sorry that s reality lot people don t want religion,NEG,disgust
66d048b71d7bf0dacc435dc8,"There were prophets before Abraham and there were prophets after him, and they all called for the worship of the same God, but most of them were sent to the Jews. They killed the prophets and distorted their words.Meaning that they reject and distort what is sent to them.",prophet abraham prophet him called worship god sent jew killed prophet distorted wordsmeaning reject distort sent them,NEG,others
66d048b71d7bf0dacc435dc9,Goddamn u one ugly jew aint u,goddamn u one ugly jew aint u,NEG,anger
66d048b71d7bf0dacc435dca,"Zionists are 21st century Nazis.

And A LOT of Jews agree.

You sick propaganda spreader.",zionist st century nazi lot jew agree sick propaganda spreader,NEG,anger
66d048b81d7bf0dacc435dcd,Jews slinging pr0n and doing financial crimes? The hell you say,jew slinging prn financial crime hell say,NEG,disgust
66d048b81d7bf0dacc435dce,Desantis and trump are creatures of the Jews,desantis trump creature jew,NEG,anger
66d048bc1d7bf0dacc435dd3,"Quran is the last message from God, don't you read the terrorism of christians & Jews holly books?, even your evil God command you to kill women, babies, animals even the trees , how dare you talk about terrorism while you are christian or Jew , you are the source of hostility",quran last message god read terrorism christian jew holly book even evil god command kill woman baby animal even tree dare talk terrorism christian jew source hostility,NEG,others
66d048bc1d7bf0dacc435dd4,"Telling the Truth is antisemitic if it makes Jews look bad for the evil dehumanizing way they view&treat nonjews. ""Goyim"" is more derogatory than ""N"" word. it shows even less humanity respect & dignity. ""Goyim"" means Cattle. At what point does antisemitism become a human right?",telling truth antisemitic make jew look bad evil dehumanizing way view treat nonjews goy derogatory n word show even le humanity respect dignity goy mean cattle point antisemitism become human right,NEG,disgust
66d048bc1d7bf0dacc435dd6,Calling for the MURDER of Jews is NOT PEACEFUL. These are terrorists and should be treated as such,calling murder jew peaceful terrorist treated,NEG,others
66d048bc1d7bf0dacc435dd7,While you make fun of dead Israelis and Jews. Your claim to rebuke barbarity is hypocrisy of the first order.,make fun dead israeli jew claim rebuke barbarity hypocrisy first order,NEG,others
66d048bd1d7bf0dacc435dda,"Typical self loathing Jew, who literally is siding with the Harris regime who too, votes with the “squad” when it comes to Israel. The democrat party hates Jews, votes to support terrorists, funds them (see Iran cash given to them by Harris/biden) and then you have Jews that are",typical self loathing jew literally siding harris regime too vote squad come israel democrat party hate jew vote support terrorist fund see iran cash given harrisbiden jew,NEG,disgust
66d048bd1d7bf0dacc435ddb,The Lord is with those living by the laws.  These people are committing crimes.  In the Bible God warns the Jews about letting strangers into their lands.,lord living law people committing crime bible god warns jew letting stranger land,NEG,others
66d048bd1d7bf0dacc435ddc,"Habibi, 99.9% of the Zionists are attacking Islam and Muslims (not only Palestinians). What does that make you lot? Anti-Muslim. But that's OK in your dictionary.

Second, wasn't your whole grift ""antisemitism"": ""the Jews! They're killing the Jews!!!""? Now, it's not about Jews?",habibi zionist attacking islam muslim not palestinian make lot antimuslim that s ok dictionary second whole grift antisemitism : the jew they re killing jew now jew,NEG,others
66d048bd1d7bf0dacc435ddd,Where did the ADL find this shill? Go ask a real Lebanese person what they think about Jews.,adl find shill go ask real lebanese person think jew,NEG,others
66d048bd1d7bf0dacc435ddf,The goal is getting ready of terrorists and Jew haters that you love to protect.,goal getting ready terrorist jew hater love protect,NEG,others
66d048bd1d7bf0dacc435de0,I agree but you're still so wrong about muslims somehow being good or an ally. They're as bad as jews,agree still wrong muslim somehow good ally they re bad jew,NEG,others
66d048bd1d7bf0dacc435de1,"This Western Sydney - Celebrating the slaughter of 1200 Jews OCT9 @ Opera House - Went Viral & My son in NY & relatives - Eastern Europe, all heard "" GAS the JEWS "" - All STUNNED No intervention, arrests, charges laid - They are The Sydney Uni Rallies, Extremist IRAMS in Mosques",western sydney celebrating slaughter jew oct opera house went viral son ny relative eastern europe heard gas jew stunned intervention arrest charge laid sydney uni rally extremist irams mosque,NEG,others
66d048bd1d7bf0dacc435de2,"‘There never was a country called Palestine’ is about the dumbest take when the cause of a conflict is *because* there is no Palestinian state.
And you don’t want to wade into genetics my man as Ashkenazi Jews share less genes with ancient Judeans than modern Palestinians do",there never country called palestine dumbest take cause conflict because palestinian state don t want wade genetics man ashkenazi jew share le gene ancient judeans modern palestinian,NEG,others
66d048be1d7bf0dacc435de3,"From the river to the sea. The Israelis,  that is the Jews (since the Palestinians continue to deny the existence of Israel), have been denied the right to live since 14 May 1948.",river sea israeli jew since palestinian continue deny existence israel denied right live since may,NEG,others
66d048c11d7bf0dacc435de5,"How will you weasel your way out of this one. When those who say they’re literal Satan and act like spawns of Satan? Will you continue to act like a good little goyim “saint” and call us devils? When these demon Jews have literally killed our children and Saints!? 
@DonnieDarkened",weasel way one say they re literal satan act like spawn satan continue act like good little goy saint call u devil demon jew literally killed child saint donniedarkened,NEG,anger
66d048c11d7bf0dacc435de7,"Wherever you find Jews, you find oppression...

Hardly a surprise",wherever find jew find oppression hardly surprise,NEG,disgust
66d048c11d7bf0dacc435de8,Inbred Jew dog.,inbred jew dog,NEG,disgust
66d048c11d7bf0dacc435de9,"Walking out of the Versailles conference…warnings of war.

So it wasn’t immigration and German Jews flood into Britain daily mail that caused unemployment It was world economic crash caused by disaster, economics and currency speculation…. And it is the same story today.",walking versailles conferencewarnings war wasn t immigration german jew flood britain daily mail caused unemployment world economic crash caused disaster economics currency speculation story today,NEG,others
66d048c21d7bf0dacc435dee,1933 jews initiated war with germany,jew initiated war germany,NEG,disgust
66d048c21d7bf0dacc435df0,"Read ""Jews need not apply? Department of Education PhD grant program rules are ‘racist,’ suit says"" on SmartNews: https://l.smartnews.com/p-yRqni/sLKCVC #SmartNews",read jew need apply department education phd grant program rule racist suit say smartnews : URL #  smartnews,NEG,others
66d048c61d7bf0dacc435df1,These Hamas Supporters / gloablise intifada morons absolutely support Genocide.... Of Jews ... By Hamas. And Iran. As they've explicitly stated and tried on Oct 7 and everyday thereafter. You're just a pathetic masterbating justice warrior that looooves today's Islamist neo-nazis,hamas supporter gloablise intifada moron absolutely support genocide jew hamas iran they ve explicitly stated tried oct everyday thereafter pathetic masterbating justice warrior looooves today s islamist neonazis,NEG,anger
66d048c61d7bf0dacc435df3,"What's the point of all those bloody push-ups master Bradley, if you can't even name the bloody Jew?",what s point bloody pushup master bradley ca nt even name bloody jew,NEG,disgust
66d048c61d7bf0dacc435df4,"This gets darker & darker. & Herein lies the problem, they do it w impunity. Bc for now, but not for long, gov isn't gonna do shit. But Unc 
@realDonaldTrump
 sure will! Gonna be a new sheriff in town. Equal Justice Under Law! That even applies to this Maga Jew. Cry about it.",get darker darker herein lie problem w impunity bc now long gov gon na shit unc realdonaldtrump sure will gon na new sheriff town equal justice law even applies maga jew cry it,NEG,anger
66d048c61d7bf0dacc435df9,"No, all Jews are not Zionists, but all Jews are stateless, greedy subverters. It even says in the Book of Deuteronomy it says it is fine to charge interest to foreigners, but not Jews. So, they are all the same.",no jew zionist jew stateless greedy subverter even say book deuteronomy say fine charge interest foreigner jew so same,NEG,disgust
66d048c71d7bf0dacc435dfa,you can name any bad group in your country and the jews will be offended if you do anything about them,name bad group country jew offended anything,NEG,others
66d048c71d7bf0dacc435dfb,So the jews did nothing to get societal backlash?,jew nothing get societal backlash,NEG,disgust
66d048c71d7bf0dacc435dfc,"Children of israel ≠ israel today
Israel is a prophet (jacob)
“Children of israel” is his tribe
Well well well, once again, a lying jew. Nothing new.",child israel israel today israel prophet jacob child israel tribe well well well again lying jew nothing new,NEG,anger
66d048c71d7bf0dacc435dfe,"I agree with u, as most Iranian immigrants r Jews, I agree with u to deport them, the last thing we need right now r more Zionist Jews.  Kick their assess out now!!",agree u iranian immigrant r jew agree u deport them last thing need right r zionist jew kick ass now,NEG,anger
66d048ca1d7bf0dacc435dff,100 Trillion Jews were burned and used as cement to build the next Auschwitz concentration camp.,trillion jew burned used cement build next auschwitz concentration camp,NEG,disgust
66d048cb1d7bf0dacc435e00,"Jews cannot pronounce J

Jews don’t exist right?",jew can not pronounce j jew don t exist right,NEG,others
66d048cb1d7bf0dacc435e03,You would think his mrs who’s a Jew  would be giving him earache all the time how is he getting away with this shit,would think mr who s jew would giving earache time getting away shit,NEG,disgust
66d048cb1d7bf0dacc435e05,Deport all Jews trust none,deport jew trust none,NEG,disgust
66d048cc1d7bf0dacc435e0a,Crazy Jew vs. unhinged anti-Semite. ,crazy jew v unhinged antisemite,NEG,disgust
66d048cc1d7bf0dacc435e0b,"Hitler Germany UK criminal scene
Earth Before Germany UK
90% land 10% sea

Earth After Low IQ devil mammal animal trash Avril Danica Haines Germany UK NATO Nuland
30% land 70%sea

CLimAtE cHanGe my ass.
hang Avril Haines and bad jews to the shame epstein island!",hitler germany uk criminal scene earth germany uk land sea earth low iq devil mammal animal trash avril danica haines germany uk nato nuland land sea climate change as hang avril haines bad jew shame epstein island,NEG,anger
66d048cf1d7bf0dacc435e0d,"“If facts hurt your feelings, you need new feelings, not new facts.”
— @rickygervais",if fact hurt feeling need new feeling new fact rickygervais,NEG,others
66d048cf1d7bf0dacc435e10,She’s got a gun jew.,she s got gun jew,NEG,others
66d048cf1d7bf0dacc435e13,Jew calling someone else a pedo is rich,jew calling someone else pedo rich,NEG,disgust
66d048d01d7bf0dacc435e18,"Shut up, Jew",shut up jew,NEG,anger
66d048d01d7bf0dacc435e19,Wars are the jews harvest,war jew harvest,NEG,others
66d048d21d7bf0dacc435e1a,"Did you know there is no such thing as the Middle East  more lies, #Israel is North East Africa. Seperated by the #SuezCanal . Where is the Middle West , the people pretending to be jews are from Revelations 2:9. They changed their names & stole land.  The American Negro is",know thing middle east lie #  israel north east africa seperated #  suezcanal middle west people pretending jew revelation changed name stole land american negro,NEG,anger
66d048d21d7bf0dacc435e1c,Yet the zionists are doing it again. They committed genocide against the Jews in the Holocaust and made Germany a scapegoat! Now Zion is committing another genocide in Gaza! But the world will not let this happen a 3th time! We will stop the terror from Zion,yet zionist again committed genocide jew holocaust made germany scapegoat zion committing another genocide gaza world let happen th time stop terror zion,NEG,anger
66d048d21d7bf0dacc435e1d,Entire Jewish families were wiped off the map in the morning of October 7th by Hamas jihadists. In your self absorbing Jew hate you are omitting this despicable act of terror. This is embarrassing,entire jewish family wiped map morning october th hamas jihadist self absorbing jew hate omitting despicable act terror embarrassing,NEG,disgust
66d048d31d7bf0dacc435e1e,"See this - Hebron massacre.

1. How did that happened if there were no Jewish in Palestine?
2. THIS is how Arabs treated Jews. No ""warm welcome"" BS.
It was never about the land.",see hebron massacre happened jewish palestine arab treated jew warm welcome b never land,NEG,others
66d048d31d7bf0dacc435e20,Jews have no shame,jew shame,NEG,sadness
66d048d31d7bf0dacc435e22,"I like how secure it is.

I hate running some of it.",like secure is hate running it,NEG,others
66d048d31d7bf0dacc435e24,"Do I have to keep asking the same question until someone can answer it?

What is the difference between a Zionist and a regular Jew?

If you use it as a pejorative, you ought to at least be able to define it.",keep asking question someone answer it difference zionist regular jew use pejorative ought least able define it,NEG,disgust
66d048d31d7bf0dacc435e26,"Well do on to others as they do on to you, Or it’s only ok when The Zionist Jews do it destroy and kill and abuse
How about being honest with your self’s, Or is it impossible .
Israel’s PM says his religion tells him to destroy and kill Palestinians, Well Our Quran 
Is the word",well others you it s ok zionist jew destroy kill abuse honest self s impossible israel s pm say religion tell destroy kill palestinian well quran word,NEG,others
66d048d31d7bf0dacc435e28,Here's an ex Jew cult member explaining pilpul induced insanity:,here s ex jew cult member explaining pilpul induced insanity :,NEG,others
66d048d71d7bf0dacc435e29,Gazans need you to actually support them by pushing to get rid of Hamas who has been brutally subjugating the people of Gaza for 20 years. You care more about demonizing Jews than you do about Palestinians. Charlatan.,gazans need actually support pushing get rid hamas brutally subjugating people gaza year care demonizing jew palestinian charlatan,NEG,disgust
66d048d71d7bf0dacc435e2a,You really do post some vile things. Have you apologised yet for praising Lorraine Kelly comparing waiting at passport control to being a Jew in the holocaust? You’re a disgrace.,really post vile thing apologised yet praising lorraine kelly comparing waiting passport control jew holocaust you re disgrace,NEG,disgust
66d048d71d7bf0dacc435e2b,"And what about the innocent civilians, Muslim, Jew and Christian alike, who live there who just want to live a decent life in peace? Should they all just be slaughtered like sacrificial lambs? It's so easy for people to call a group of people, who are just like you and me,",innocent civilian muslim jew christian alike live want live decent life peace slaughtered like sacrificial lamb easy people call group people like me,NEG,disgust
66d048d71d7bf0dacc435e2c,THE TRUE CHILDREN OF AMALEK ARE ZIONIST NAXI RAPISTS. after all they murdered 6 million Jewish Mensch in WW2 with the Havaara agreement with the Nazis and Iraqi Jews and stole YEMENI Jewish babies & even killed their own on 10/7,true child amalek zionist naxi rapist murdered million jewish mensch ww havaara agreement nazi iraqi jew stole yemeni jewish baby even killed,NEG,disgust
66d048d81d7bf0dacc435e2f,"Ys. Because finding out the truth that Israel and jews control everything is somehow ""something very wrong with him.""

Repeal the 19th",y finding truth israel jew control everything somehow something wrong him repeal th,NEG,disgust
66d048d81d7bf0dacc435e30,"Israel can't coexist with neighbors who raise their children to kill every Jew. While it's tragic what's happening in Gaza, as long as hatred persists, Israel has no choice but to defend itself. My heart goes out to the few who want peace, but they are a small minority.",israel ca nt coexist neighbor raise child kill every jew tragic what s happening gaza long hatred persists israel choice defend itself heart go want peace small minority,NEG,others
