_id,text,processed_text,sentiment,emotion
66cf6946fdc289b67f765858,"You have heard of Gabriel García Márquez, right?
What's happening in Palestine since 1920 and is reaching its climax in the last months is a Chronicle of an Ethnic Cleansing Foretold, before our eyes.
Zionist supremacist expansionist genocidal project is a disgrace to humankind.",heard gabriel garca mrquez right what s happening palestine since reaching climax last month chronicle ethnic cleansing foretold eye zionist supremacist expansionist genocidal project disgrace humankind,NEG,others
66cf6946fdc289b67f765859,"Iran, how you have fallen into submission to the Zionist demons slaughtering the Palestinian people. Your reticence in avenging the murders of your own President Raisi and your Hamas Guest show forth your loss of Faith in Allah and dishonor yourselves as a false Islamic state. ",iran fallen submission zionist demon slaughtering palestinian people reticence avenging murder president raisi hamas guest show forth loss faith allah dishonor false islamic state,NEG,anger
66cf6946fdc289b67f76585b,Usual zionist bull crap...triggered by a scarf,usual zionist bull crap triggered scarf,NEG,disgust
66cf6946fdc289b67f76585c,None of this will have any effect unless you sanction Israel itself. These people did not spring out of nowhere. They are products of Zionist exceptionalism.,none effect unless sanction israel itself people spring nowhere product zionist exceptionalism,NEG,disgust
66cf6946fdc289b67f76585e,The BBC is a Zionist machine,bbc zionist machine,NEG,disgust
66cf6946fdc289b67f76585f,So Israeli zionist Jews don't rule the world but they are capable of all this shit? #BoycottBinance,israeli zionist jew rule world capable shit #  boycottbinance,NEG,anger
66cf6946fdc289b67f765861,what kind of zionist psyop is this?,kind zionist psyop this,NEG,disgust
66cf6949fdc289b67f765864,What do these Zionist Moroccans want?,zionist moroccan want,NEG,disgust
66cf6949fdc289b67f765865,"#Ethiopia is alarmed after two #Egyptian military cargo aircraft landed in Mogadishu yesterday. Ethiopia says it cannot stand idle while other actors are taking measures to destabilize the region, adding that it is vigilantly monitoring developments that could threaten its",#  ethiopia alarmed two #  egyptian military cargo aircraft landed mogadishu yesterday ethiopia say can not stand idle actor taking measure destabilize region adding vigilantly monitoring development could threaten,NEG,fear
66cf694afdc289b67f765866,He’s a Zionist shill,he s zionist shill,NEG,disgust
66cf694afdc289b67f765867,"May God grant you victory, Doctor. Continue your struggle. We are all with you. May God curse the Zionists and their supporters.
@GhassanAbuSitt1
#FreePalesitne",may god grant victory doctor continue struggle you may god curse zionist supporter ghassanabusitt #  freepalesitne,NEG,others
66cf694afdc289b67f765869,"@Independent
 
Western media need to have decency for once and report the atrocities committed by Zionists in Palestine",independent western medium need decency report atrocity committed zionist palestine,NEG,disgust
66cf694afdc289b67f76586a,"It is not charitable aid, but aid from Zionist associations and evangelicals to commit massacres and hasten the appearance of their Antichrist",charitable aid aid zionist association evangelicals commit massacre hasten appearance antichrist,NEG,others
66cf694afdc289b67f76586b,"BREAKING NEWS: Muzz founder misleads users about app ownership and doesn’t disclose owners are zionists. All user data is being shared with israel including photos and profile details of all users. 
@muzz_app
 @5Pillarsuk
 @mehdirhasan
 @mohammed_hijab
 @AliDawah1
 @DillyHussain88",breaking news : muzz founder misleads user app ownership doesn t disclose owner zionist user data shared israel including photo profile detail user muzzapp pillarsuk mehdirhasan mohammedhijab alidawah dillyhussain,NEG,others
66cf694afdc289b67f76586c,"your homes ar in Europe... soon you will pack your sh.T and leave Palestine.
Palestine will be Zionists free from the river to the sea",home ar europe soon pack sht leave palestine palestine zionist free river sea,NEG,others
66cf694afdc289b67f76586e,"Zionist Plot to Destroy the Catholic Church was 
Committed during the 1960s
It was called Vatican II
The Catholic Church is run by Jewish Converts who
Are Zionists",zionist plot destroy catholic church committed s called vatican ii catholic church run jewish convert zionist,NEG,others
66cf694efdc289b67f765872,Zionists Illuminati Freemasons experts at deflecting and creating division.,zionist illuminati freemason expert deflecting creating division,NEG,disgust
66cf694ffdc289b67f765873,"#World_News:
Now when this thing has been proven, #America & #Israel are thieves, thief own brothers, Now #US wants that all the #Jewish #Zionists of the illegal country #Israel should be settled in #USA so that every day there can what should end the daily routine.
""For Peace """,#  worldnews : thing proven #  america #  israel thief thief brother #  u want #  jewish #  zionist illegal country #  israel settled #  usa every day end daily routine for peace,NEG,disgust
66cf694ffdc289b67f765874,Why are Zionists so disingenuous? You've slaughtered tens of thousands of innocent people and concentrated the entire population to small pockets of the Strip. Israelis are already planning Gaza settlements. How is that not ethnic cleansing?,zionist disingenuous slaughtered ten thousand innocent people concentrated entire population small pocket strip israeli already planning gaza settlement ethnic cleansing,NEG,disgust
66cf694ffdc289b67f765875,"My congressman 
@Brad
 Sherman
may be helping to start WW3 and destroying planet earth
because he serves his Zionist masters, the genocide, Apartheid and Supremacism.",congressman brad sherman may helping start ww destroying planet earth serf zionist master genocide apartheid supremacism,NEG,disgust
66cf694ffdc289b67f765876,"I can’t believe this bitch kissing a Zionist , maybe her and her bosses are all Zionists",can t believe bitch kissing zionist maybe boss zionist,NEG,disgust
66cf694ffdc289b67f765877,"For 76 years, aggression by the colonial inbreed, the Zionists in the Middle East has resulted in the deaths of millions of innocent people. This must be stopped immediately. Whole Europe and America are just Zionist slaves.",year aggression colonial inbreed zionist middle east resulted death million innocent people must stopped immediately whole europe america zionist slave,NEG,disgust
66cf694ffdc289b67f765878,"Yeah Fuck Messi he's the real GOAT it's not even about he played for a hated rival the man has morals, and not a Zionist bitch like Messi",yeah fuck messi he s real goat even played hated rival man moral zionist bitch like messi,NEG,disgust
66cf694ffdc289b67f765879," Rio Ferdinand: “Did you feel pressure going to Saudi Arabia? ”

 Cristiano Ronaldo: “These things are not pressure. Seeing children die in wars is the real pressure for me. ” ",rio ferdinand : did feel pressure going saudi arabia cristiano ronaldo : these thing pressure seeing child die war real pressure me,NEG,others
66cf6953fdc289b67f76587a,"https://theguardian.com/news/2022/apr/26/tracy-ann-oberman-pays-substantial-damages-antisemitism-claims-twitter… 

Why are you giving a known zionist air time ?? 

Ffs",URL giving known zionist air time ffs,NEG,disgust
66cf6953fdc289b67f76587c,So you think that performing in Israel while thousands of children are being murdered isn't bad enough? Even if the statement were to be fake she is still a zionist or at the very least money hungry,think performing israel thousand child murdered bad enough even statement fake still zionist least money hungry,NEG,disgust
66cf6953fdc289b67f76587d,"Wrong. 

No place is safe for Zionists.",wrong place safe zionist,NEG,others
66cf6953fdc289b67f76587e,"lol these dudes are captured and under interrogation by the enemy. They can be threatened with anything, use your brain before speaking. Zionist former soldiers admit to r@pe and they live free and are not interrogated. Not to mention footage of IDF r@ping and medical records",lol dude captured interrogation enemy threatened anything use brain speaking zionist former soldier admit r pe live free interrogated mention footage idf r ping medical record,NEG,disgust
66cf6953fdc289b67f765880,"Stop the gaslighting.

Your Zionist charade is OVER.

Russia simply doesn’t want NATO on their border, and they have that RIGHT.

Stop with the war-mongering, fear-mongering, and divisive rhetoric.

The people have spoken, stand down.",stop gaslighting zionist charade over russia simply doesn t want nato border right stop warmongering fearmongering divisive rhetoric people spoken stand down,NEG,anger
66cf6953fdc289b67f765881,"Author Whose Talk Was Canceled Over ‘Zionist’ Panelist Sees Sales Surge, Packed Crowds

At the sold-out event, progressive author 
@joshualeifer
 called the cancellation “wrong,"" ""antisemitic,” and “the dumbest strategic thing you can do.”

By 
@CoreyWriting",author whose talk canceled zionist panelist see sale surge packed crowd soldout event progressive author joshualeifer called cancellation wrong antisemitic the dumbest strategic thing do coreywriting,NEG,disgust
66cf6953fdc289b67f765882,"yes he knows what zionism means we all do, we dont believe israel has a right to exist and its not antisemitic but anti-zionist !",yes know zionism mean do dont believe israel right exist antisemitic antizionist,NEG,others
66cf6954fdc289b67f765883,"I agree, because the jew zionist would eat his food, my food, and the table too, and then he will end claiming it is my guilt if he has stomach ache",agree jew zionist would eat food food table too end claiming guilt stomach ache,NEG,disgust
66cf6954fdc289b67f765884,That zionist needs to stay far away from the girls,zionist need stay far away girl,NEG,anger
66cf6954fdc289b67f765885,"That is not a Zionist screenshot, it is a screenshot denouncing a brutal terrorist attack",zionist screenshot screenshot denouncing brutal terrorist attack,NEG,others
66cf6954fdc289b67f765886,I know we are all excited but please be sure to boycott the movie as paramount is a zionist company!!  x.com/DiscussingFilm…,know excited please sure boycott movie paramount zionist company xcomdiscussingfilm,NEG,disgust
66cf6954fdc289b67f765887,"Who killed MLK? The same people who are killing Palestinians today and the same people who divided this nation through race wars! The same people who massacred black Americans and took over their #WallSt, the ashke-nazi and Sephardic Jew aka the Zionist! #Truth hurts!",killed mlk people killing palestinian today people divided nation race war people massacred black american took #  wallst ashkenazi sephardic jew aka zionist #  truth hurt,NEG,disgust
66cf6957fdc289b67f765888,Only the Zionists are getting harassed and feel embarrassed.,zionist getting harassed feel embarrassed,NEG,others
66cf6957fdc289b67f765889,"Asking a zionist if they will allow Palestinian state, equal rights for Palestinians, wherher they have a right to return, is a great way to find out they're racist. Try it sometime.",asking zionist allow palestinian state equal right palestinian wherher right return great way find they re racist try sometime,NEG,anger
66cf6957fdc289b67f76588b,"Zionism is an ethno-nationalist, settler-colonial ideology that was born in the late 19th-century with the explicit goal of expropriating land.  At that time, Palestine hadn't even been confirmed as the land Zionists would steal!  Kenya, Libya, Iraq, Honduras, etc were contenders",zionism ethnonationalist settlercolonial ideology born late thcentury explicit goal expropriating land time palestine even confirmed land zionist would steal kenya libya iraq honduras etc contender,NEG,disgust
66cf6957fdc289b67f76588c,true Islam has been protected by GOD & NOT zionist satanist mercenary gangs & proxies who are fake Islam,true islam protected god zionist satanist mercenary gang proxy fake islam,NEG,disgust
66cf6958fdc289b67f76588d,“Neighbor” you colonial apologist merchant..let me tell you this Zionist colonial ghoul and her genocidal ilk aren’t our “neighbors”. They’re our genocidal settler colonists who live on our stolen lands after a genocide and ethnic cleansing,neighbor colonial apologist merchant let tell zionist colonial ghoul genocidal ilk aren t neighbor they re genocidal settler colonist live stolen land genocide ethnic cleansing,NEG,anger
66cf6958fdc289b67f76588e,"There come the false flag in order to strike first as a defensive measure… they been doing that since Vietnam and they don’t learn anything from the past , even assisting with the Zionist committing Genocide in Gaza and now in the a theWest Bank",come false flag order strike first defensive measure since vietnam don t learn anything past even assisting zionist committing genocide gaza thewest bank,NEG,disgust
66cf6958fdc289b67f765890,Arab photo opportunity for the Zionist. The American people are on to you and your ghouls.,arab photo opportunity zionist american people ghoul,NEG,disgust
66cf6958fdc289b67f765891,"The Zionist  community weaponising nazi propaganda on Palestinians. Shocked, I am not",zionist community weaponising nazi propaganda palestinian shocked,NEG,disgust
66cf6958fdc289b67f765895,Nobody can be more evil than nazi zionists. Can’t compare that to kurds. Zionists are cancer and root of evils on planet,nobody evil nazi zionist can t compare kurd zionist cancer root evil planet,NEG,others
66cf6958fdc289b67f765896,Why aren’t they urging the #Zionists to stop the #Genocide?,aren t urging #  zionist stop #  genocide,NEG,anger
66cf695cfdc289b67f765897," Fierce armed clashes are taking place at this moment between the Palestinian resistance and zionist forces east of Al-Zaytoun neighborhood, south of Gaza City in the northern #Gaza Strip. 

Moments ago, the IOF bombed a home in the area, but there were no injuries.",fierce armed clash taking place moment palestinian resistance zionist force east alzaytoun neighborhood south gaza city northern #  gaza strip moment ago iof bombed home area injury,NEG,others
66cf695cfdc289b67f765898,"Majority of Hijazis and Najdis are  0% SSA . Stop spreading Zionist and orientalist propaganda that Bedouins brought the Abeed lol , you are so pathetic.",majority hijazis najdis ssa stop spreading zionist orientalist propaganda bedouin brought abeed lol pathetic,NEG,anger
66cf695dfdc289b67f76589a,Not true. Stop gas lighting no one believes you except other Zionists ,true stop gas lighting one belief except zionist,NEG,disgust
66cf695dfdc289b67f76589d,"Zionist X has labeled a John Pilger video as ""probable spam.""",zionist x labeled john pilger video probable spam,NEG,others
66cf695dfdc289b67f76589e,Hezbollah started by firing 340 rockets and will continue this way until the destruction of the Zionist regime with the presence of Iran and the axis of resistance.,hezbollah started firing rocket continue way destruction zionist regime presence iran axis resistance,NEG,others
66cf695dfdc289b67f76589f,If there is no zionists influence,zionist influence,NEG,disgust
66cf695dfdc289b67f7658a0,"“…You cannot appeal to imperial power in moral terms. The only way the US will stop propping up the Zionist regime is when it becomes too costly for them to do so. This will come down to the strength of the resistance and regional political and military opposition

1/2",you can not appeal imperial power moral term way u stop propping zionist regime becomes costly so come strength resistance regional political military opposition,NEG,others
66cf695dfdc289b67f7658a1,"Why does the Biden administration support the Israeli genocide and war crimes even in the face of virtually universal condemnation, at massive expense, and to the point of totally debasing the rules-based international order?  Why do it?

People fall back on narratives about the",biden administration support israeli genocide war crime even face virtually universal condemnation massive expense point totally debasing rulesbased international order it people fall back narrative,NEG,disgust
66cf695dfdc289b67f7658a2,"@bbc
Filthy Zionists are destroying life in Palestine.",bbc filthy zionist destroying life palestine,NEG,anger
66cf695efdc289b67f7658a4,"When they can’t accuse you of antisemitism, they come after you for being “uncivil”. Apparently, I wasn’t civilized or polite or professional enough when I wrote about an image of a young Palestinian girl my daughter’s age who’s head was blown off by an Israeli bomb, so my",can t accuse antisemitism come uncivil apparently wasn t civilized polite professional enough wrote image young palestinian girl daughter s age who s head blown israeli bomb,NEG,disgust
66cf6960fdc289b67f7658a5,"Don't slander Erdoğan by believing this slanderous British man. If you are looking for a Zionist, look at Israel, look at America, look at the British..",slander erdoan believing slanderous british man looking zionist look israel look america look british,NEG,anger
66cf6960fdc289b67f7658a6,All of what you said is a joke. Reducing civilians. Bullshit. Hamas uses human shields. Bullshit. We’ve seen IDF fucking cowards do it. And NO ONE plays the victims more than Zionists. So please. Stop trying to sell these pathetic propaganda pieces. No one buys them.,said joke reducing civilian bullshit hamas us human shield bullshit we ve seen idf fucking coward it one play victim zionist please stop trying sell pathetic propaganda piece one buy them,NEG,anger
66cf6960fdc289b67f7658a7,"When an Israeli ‘debunks’ it means they deny like they deny genocide, nakba, zionist push for Iraq war, attack on constitution..",israeli debunks mean deny like deny genocide nakba zionist push iraq war attack constitution,NEG,disgust
66cf6960fdc289b67f7658a8,Zionist signs for Leeds,zionist sign leeds,NEG,others
66cf6960fdc289b67f7658a9,You hate immigrants but then side with the zionist immigrants. You gammons are thick as two short planks  suppose you and Tommy have to make a living somehow.,hate immigrant side zionist immigrant gammon thick two short plank suppose tommy make living somehow,NEG,disgust
66cf6960fdc289b67f7658aa,zionist scum tbh,zionist scum tbh,NEG,disgust
66cf6960fdc289b67f7658ab,I'm talking about the Zionists who jumped in.,i m talking zionist jumped in,NEG,others
66cf6960fdc289b67f7658ac,"That is an absurd argument. We are talking of people using the word ""Zionist"" when the clear meaning and intention is Jew.",absurd argument talking people using word zionist clear meaning intention jew,NEG,disgust
66cf6961fdc289b67f7658ad,"Come check out my TikTok 
@cristina
.888 to see what these psycho Zionists say",come check tiktok cristina see psycho zionist say,NEG,others
66cf6961fdc289b67f7658ae,"1. I feel like you are a big liar  and 
2. In any case I would rather a barber got a few quid to start a better life than send billions in arms to genocidal maniacs. When Zionists remove Palestinians from their homes, do you care where they go?",feel like big liar case would rather barber got quid start better life send billion arm genocidal maniac zionist remove palestinian home care go,NEG,disgust
66cf6961fdc289b67f7658af,The fact Democrat have gone from being scared of Republicans to being scared to adknowledging Palestinians are human beings while Netanyahu and Zionists are terrorists.,fact democrat gone scared republican scared adknowledging palestinian human being netanyahu zionist terrorist,NEG,others
66cf6961fdc289b67f7658b0,"If Zionists knew about the coexistence they claim to call for, they need to learn how to do it outside of Palestine without colonizing, raping, murdering, and expelling people

But Zionists need to leave, and Israelis with any kind of soul will make that happen",zionist knew coexistence claim call for need learn outside palestine without colonizing raping murdering expelling people zionist need leave israeli kind soul make happen,NEG,anger
66cf6961fdc289b67f7658b2,"don't generalize, I don't hate any Palestinian, or any other person, unless that person's trying to kill me for being me.
also, you're using the term Zionist wrong.",generalize hate palestinian person unless person s trying kill me also using term zionist wrong,NEG,others
66cf6961fdc289b67f7658b3,"I know plenty who are (depending, of course, on your definition of “Zionist”), but not without a release of the hostages

They’re very reluctant to let Jews remain in the custody of the most aggressive antisemites on Earth, even if it’s ultimately in everyone’s best interest",know plenty depending course definition zionist without release hostage they re reluctant let jew remain custody aggressive antisemites earth even it s ultimately everyone s best interest,NEG,disgust
66cf6961fdc289b67f7658b5,Both on a Zionist leash,zionist leash,NEG,disgust
66cf6965fdc289b67f7658b6,"#Annexation
#Displacement
#New_settlements
All of this while the world is watching led by the enablers of these Zionists occupiers. 
#ZionismIsTerrorism",#  annexation #  displacement #  newsettlements world watching led enablers zionist occupier #  zionismisterrorism,NEG,disgust
66cf6966fdc289b67f7658b8,"""#Israel assassinates leaders & interferes in regional politics in concert with US, constantly bombing frontline states & destabilizing their societies/ economies. #Zionist project hell-bent on ethnically cleansing #Palestine AND on creating chaos/instability across #MiddleEast.""",#  israel assassinates leader interferes regional politics concert u constantly bombing frontline state destabilizing society economy #  zionist project hellbent ethnically cleansing #  palestine creating chaosinstability across #  middleeast,NEG,anger
66cf6966fdc289b67f7658b9,ROC is a zionist terrorist backing state.,roc zionist terrorist backing state,NEG,disgust
66cf6966fdc289b67f7658ba,"We can't give you a ticket for driving while black cuz that would be discrimination.  

So we're fining you for protesting the ethnic cleansing of Palestine after curfew forcing Zionist students to lose sleep over it.",ca nt give ticket driving black cuz would discrimination we re fining protesting ethnic cleansing palestine curfew forcing zionist student lose sleep it,NEG,others
66cf6966fdc289b67f7658bb,"The ""racist aparthied"" Nazi official Helmut Kleinicke rescued German Jews during holocaust. 

Conclusion, Nazis were the good guys. 

Applying Zionist retarded logic.",racist aparthied nazi official helmut kleinicke rescued german jew holocaust conclusion nazi good guy applying zionist retarded logic,NEG,disgust
66cf6966fdc289b67f7658bc,How Zionists corrupting the world consciousness,zionist corrupting world consciousness,NEG,disgust
66cf6966fdc289b67f7658bd,Ilan Pappé EXPOSES how the Israeli lobbies have infiltrated the American and British govt,ilan papp expose israeli lobby infiltrated american british govt,NEG,disgust
66cf6966fdc289b67f7658be,"My post went viral! Check out my TikTok 
@cristina
.888 to see what these psycho Zionists say",post went viral check tiktok cristina see psycho zionist say,NEG,others
66cf6966fdc289b67f7658bf,"MASK OFF: Here is the social media manager of @StopAntisemites nodding and agreeing to a genocidal maniac saying “You are (Palestinians) gonna have to suffer. Maybe if you (Palestinians) suffer enough you’ll learn a lesson and if you don’t learn a lesson, you haven’t suffered",mask off : social medium manager stopantisemites nodding agreeing genocidal maniac saying you palestinian gon na suffer maybe palestinian suffer enough you ll learn lesson don t learn lesson haven t suffered,NEG,anger
66cf6967fdc289b67f7658c0,There are more Zionist Christians than there are Jewish people,zionist christian jewish people,NEG,disgust
66cf6967fdc289b67f7658c1,"Because I know a quite a lot of liberal Zionists and Israelis, even ones who are quite anti-Palestinian who would never be caught dead responding to a video of someone in unimaginable pain & surrounded by corpses in this way.",know quite lot liberal zionist israeli even one quite antipalestinian would never caught dead responding video someone unimaginable pain surrounded corps way,NEG,disgust
66cf6969fdc289b67f7658c2,Sounds like DARVO tactics from the National Zionist.,sound like darvo tactic national zionist,NEG,disgust
66cf6969fdc289b67f7658c5,"America has brought us all to the brink of WWIII.  

America supplies the bombs to the terrorist state of Israel to commit genocide on the Palestinian people. 

 America supplies the political cover that enables and encourages Netanyahu and other Zionist war criminals. 

 America",america brought u brink wwiii america supply bomb terrorist state israel commit genocide palestinian people america supply political cover enables encourages netanyahu zionist war criminal america,NEG,disgust
66cf696afdc289b67f7658c7,"Resistance to what, Israel existing? It’s there, so what should we do genocide them out of there, from the river to the sea?

It’s a bloody paradox & ironic because the only peaceful solution is a two-state solution where Israel still exists, but by definition you’d be a Zionist",resistance what israel existing it s there genocide there river sea it s bloody paradox ironic peaceful solution twostate solution israel still exists definition you d zionist,NEG,others
66cf696afdc289b67f7658c8,You can call him a zionist if you want.... but his actions mirror the teachings of Judaism. Someone who doesn't value non-Jewish life and sees non-Jews as less human could only do something so barbaric. His actions speak of Jewish supremacy which is the key component of Judaism.,call zionist want action mirror teaching judaism someone value nonjewish life see nonjews le human could something barbaric action speak jewish supremacy key component judaism,NEG,disgust
66cf696afdc289b67f7658c9,The genocidal zionist occupation army has sided with the settlers according to hebrew media,genocidal zionist occupation army sided settler according hebrew medium,NEG,others
66cf696afdc289b67f7658ca,"Haaretz: Israeli intelligence reported settlers’ plan to attack #West_Bank village last week to the government and army, but the government ignored the report and the army sided with the settlers!",haaretz : israeli intelligence reported settler plan attack #  westbank village last week government army government ignored report army sided settler,NEG,disgust
66cf696dfdc289b67f7658cb,She’s been busy supporting Zionists and U.S. backed coups.,she s busy supporting zionist u backed coup,NEG,disgust
66cf696dfdc289b67f7658cc,all lies out of your mouth but you do seem to love that zionist hag in your avi. Talk about repulsive and pathetic.,lie mouth seem love zionist hag avi talk repulsive pathetic,NEG,disgust
66cf696efdc289b67f7658cd,"You mean Jewish, not zionists",mean jewish zionist,NEG,disgust
66cf696efdc289b67f7658ce,"Zionists are used to the idea of no consequences for their actions, no matter how violent and vile.",zionist used idea consequence action matter violent vile,NEG,disgust
66cf696efdc289b67f7658d1,They’re not Zionists. They refused to play Israel ,they re zionist refused play israel,NEG,others
66cf696efdc289b67f7658d2,"What's going on at 
@nyuniversity
? An explainer:

Last year, NYU Jewish students were consistently harassed, bullied, and excluded from campus spaces.

A common tactic from pro-Hamas agitators? Hide behind the concept of ""Zionist-free spaces"". 

What is Zionism, you ask?
(1/7)",what s going nyuniversity explainer : last year nyu jewish student consistently harassed bullied excluded campus space common tactic prohamas agitator hide behind concept zionistfree space zionism ask,NEG,anger
66cf696efdc289b67f7658d3,"Zionists are not a race. Genocide is ontologically evil. Cope and seethe, cretin.",zionist race genocide ontologically evil cope seethe cretin,NEG,disgust
66cf696efdc289b67f7658d4,Another reason companies need to be looking carefully at the social media feeds of any Zionist before they hire them.,another reason company need looking carefully social medium feed zionist hire them,NEG,others
66cf696efdc289b67f7658d5,"Zionist?

You mean Jewish don’t you, but want to pretend you aren’t antisemites.",zionist mean jewish don t you want pretend aren t antisemites,NEG,anger
66cf696ffdc289b67f7658d6,Not surprised that a Zionist would love increases in child prostitution and human suffering ,surprised zionist would love increase child prostitution human suffering,NEG,disgust
66cf6972fdc289b67f7658d9,"who they killed to steal his/her organs? Black Sea near must be Ukrainians or Russian dead or alive depends on organs order, heart  victim must be still alive, even if on life support machine?!",killed steal hisher organ black sea near must ukrainian russian dead alive depends organ order heart victim must still alive even life support machine,NEG,others
66cf6972fdc289b67f7658da,"An Israeli organ trafficking network was arrested in Turkey.

Did you know Israel has one of the largest skin banks in the world?",israeli organ trafficking network arrested turkey know israel one largest skin bank world,NEG,disgust
66cf6972fdc289b67f7658db,Zionists will target them on their way to these vax sites,zionist target way vax site,NEG,disgust
